timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0634,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.987
2026-01-01T00:01:00+00:00,60.0,short_door_opening-20279008-952c58393bc3,3,ml,3.8533,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.97399999999999
2026-01-01T00:02:00+00:00,120.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0602,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.96099999999998
2026-01-01T00:03:00+00:00,180.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9181,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.94799999999998
2026-01-01T00:04:00+00:00,240.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0671,True,STABLE,0.022750438543567956,STABLE,60.0,300.0,False,not due,0.9701250000944128,ok,99.94499999999998
2026-01-01T00:05:00+00:00,300.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9576,True,STABLE,0.021964063968211954,STABLE,60.0,300.0,False,not due,0.8787500009930227,ok,99.94199999999998
2026-01-01T00:06:00+00:00,360.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9062,True,STABLE,0.009170005744241974,STABLE,60.0,300.0,False,not due,0.8109589998639422,ok,99.93899999999998
2026-01-01T00:07:00+00:00,420.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9197,True,STABLE,0.010449884346209878,STABLE,60.0,300.0,False,not due,1.104832999772043,ok,99.93599999999998
2026-01-01T00:08:00+00:00,480.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9874,True,STABLE,0.010659686558673732,STABLE,60.0,300.0,True,interval due,1.1763330003304873,ok,99.92299999999997
2026-01-01T00:09:00+00:00,540.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0621,True,STABLE,0.02226128010214089,STABLE,60.0,300.0,False,not due,1.006665999739198,ok,99.91999999999997
2026-01-01T00:10:00+00:00,600.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0104,True,STABLE,0.023590977389765205,STABLE,60.0,300.0,False,not due,0.9051670003827894,ok,99.91699999999997
2026-01-01T00:11:00+00:00,660.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0233,True,STABLE,0.019444272576512277,STABLE,60.0,300.0,False,not due,0.9764999995240942,ok,99.91399999999997
2026-01-01T00:12:00+00:00,720.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0259,True,STABLE,0.01220832143691621,STABLE,60.0,300.0,False,not due,0.915458000235958,ok,99.91099999999997
2026-01-01T00:13:00+00:00,780.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9486,True,STABLE,0.008808089136558731,STABLE,60.0,300.0,True,interval due,1.0770409990072949,ok,99.89799999999997
2026-01-01T00:14:00+00:00,840.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0302,True,STABLE,0.011842887137003464,STABLE,60.0,300.0,False,not due,0.9095000004890608,ok,99.89499999999997
2026-01-01T00:15:00+00:00,900.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9371,True,STABLE,0.009011727364895123,STABLE,60.0,300.0,False,not due,0.9832079995248932,ok,99.89199999999997
2026-01-01T00:16:00+00:00,960.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9824,True,STABLE,0.010476991002096368,STABLE,60.0,300.0,False,not due,0.8655419987917412,ok,99.88899999999997
2026-01-01T00:17:00+00:00,1020.0,short_door_opening-20279008-952c58393bc3,3,ml,4.1465,True,STABLE,0.0326248171501916,TRANSITION,30.0,120.0,True,interval due,0.8543330004613381,ok,99.87599999999996
2026-01-01T00:18:00+00:00,1080.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9493,True,STABLE,0.017513933983778564,TRANSITION,30.0,120.0,False,not due,1.3455830012389924,ok,99.87299999999996
2026-01-01T00:19:00+00:00,1140.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9845,True,STABLE,0.020200843459966856,TRANSITION,30.0,120.0,True,interval due,0.9483329995418899,ok,99.85999999999996
2026-01-01T00:20:00+00:00,1200.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0425,True,STABLE,0.017454989735530575,TRANSITION,30.0,120.0,False,not due,1.492458000939223,ok,99.85699999999996
2026-01-01T00:21:00+00:00,1260.0,short_door_opening-20279008-952c58393bc3,3,ml,4.0122,True,STABLE,0.013863437174323688,TRANSITION,30.0,120.0,True,interval due,1.0180419994867407,ok,99.84399999999995
2026-01-01T00:22:00+00:00,1320.0,short_door_opening-20279008-952c58393bc3,3,ml,3.9668,True,STABLE,0.012920309936166845,TRANSITION,30.0,120.0,False,not due,1.0424169995530974,ok,99.84099999999995
