node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
3,0,0.0,1.01184954551917,1.01184954551917,4,0.0,True,0,
3,1,60.0,60.80614676388804,0.8061467638880373,4,0.0,True,0,
3,2,120.0,121.34514115117973,1.3451411511797318,4,0.0,True,0,
3,3,180.0,181.1024430841697,1.1024430841696926,4,0.0,True,0,
3,4,480.0,480.7476911633288,0.7476911633287955,0,0.02,True,0,
3,5,780.0,781.007194482797,1.00719448279699,0,0.01,True,0,
3,6,1080.0,1085.7635897181342,5.763589718134199,0,0.01,True,0,
3,7,1260.0,1260.9753626251688,0.9753626251688274,1,0.05,True,0,
3,8,1380.0,1381.0951336583475,1.0951336583475495,1,0.02,True,0,
3,9,1620.0,1620.5631752993477,0.5631752993476766,1,0.04,True,0,
3,10,1740.0,1741.0857583627578,1.0857583627578151,1,0.02,True,0,
3,11,1980.0,1981.0875947416478,1.087594741647763,1,0.04,True,0,
3,12,2100.0,2100.726213054606,0.726213054605978,1,0.02,True,0,
3,13,2700.0,2700.725874634867,0.7258746348670684,2,0.94,True,0,
3,14,2940.0,2941.193253142851,1.1932531428510629,1,0.03,True,0,
3,15,3060.0,3060.945972777233,0.9459727772327824,1,0.04,True,0,
3,16,3360.0,3360.750976591991,0.7509765919908205,1,0.16,True,0,
3,17,3480.0,3480.8887255244126,0.8887255244126209,1,0.23,True,0,
3,18,3720.0,3720.9641053822556,0.9641053822556387,1,0.25,True,0,
3,19,3840.0,3840.7287369820524,0.7287369820523963,1,0.16,True,0,
3,20,3960.0,3960.925296937539,0.9252969375388602,1,0.1,True,0,
3,21,4080.0,4081.2520628081234,1.2520628081233554,1,0.06,True,0,
3,22,4200.0,4201.103060995558,1.1030609955578257,1,0.05,True,0,
3,23,4320.0,4320.531925778815,0.5319257788150935,1,0.04,True,0,
3,24,4620.0,4621.015056038138,1.0150560381380274,0,0.03,True,0,
3,25,4920.0,4921.3657571210115,1.3657571210114838,0,0.02,True,0,
3,26,5220.0,5220.860607810809,0.8606078108086876,0,0.02,True,0,
3,27,5520.0,5520.994321219365,0.9943212193647923,0,0.01,True,0,
3,28,5820.0,5821.292794646059,1.29279464605861,0,0.01,True,0,
3,29,6120.0,6121.066790838153,1.0667908381528832,0,0.03,True,0,
3,30,6240.0,6240.886590184333,0.8865901843328174,1,0.04,True,0,
3,31,6360.0,6361.379606142256,1.379606142256307,1,0.02,True,0,
3,32,6480.0,6480.697342428512,0.697342428511547,1,0.03,True,0,
3,33,6600.0,6601.145941829463,1.145941829462572,1,0.01,True,0,
3,34,6900.0,6900.96933879278,0.9693387927800359,0,0.02,True,0,
3,35,7200.0,7200.746108499159,0.7461084991591633,1,0.04,True,0,
