event,timestamp_seconds,retry_count,delivery_latency_seconds
delivered,0.0,0,1.01184954551917
delivered,60.0,0,0.8061467638880409
delivered,120.0,0,1.3451411511797295
delivered,180.0,0,1.1024430841696993
delivered,480.0,0,0.7476911633287947
delivered,780.0,0,1.0071944827969848
dropped,1080.0,0,
delivered,1085.0,1,0.7635897181341783
delivered,1380.0,0,0.9753626251687967
delivered,1740.0,0,1.0951336583475104
delivered,2160.0,0,0.5631752993476213
delivered,2460.0,0,1.0857583627578489
delivered,2760.0,0,1.0875947416477065
delivered,3060.0,0,0.726213054606073
delivered,3420.0,0,0.7258746348669226
delivered,3720.0,0,1.1932531428510156
delivered,4020.0,0,0.9459727772326281
delivered,4440.0,0,0.7509765919907595
delivered,4740.0,0,0.8887255244125871
delivered,5040.0,0,0.9641053822554183
delivered,5340.0,0,0.7287369820523111
delivered,5640.0,0,0.925296937538668
delivered,5940.0,0,1.2520628081233676
delivered,6240.0,0,1.1030609955576514
delivered,6540.0,0,0.5319257788149103
delivered,6840.0,0,1.0150560381384228
delivered,7140.0,0,1.3657571210117587
