timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,stable_cold-20267530-23eb45715419,1,fixed,3.9643,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.988
2026-01-01T00:01:00+00:00,60.0,stable_cold-20267530-23eb45715419,1,fixed,4.0366,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.986
2026-01-01T00:02:00+00:00,120.0,stable_cold-20267530-23eb45715419,1,fixed,3.9802,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.98400000000001
2026-01-01T00:03:00+00:00,180.0,stable_cold-20267530-23eb45715419,1,fixed,3.9877,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.98200000000001
2026-01-01T00:04:00+00:00,240.0,stable_cold-20267530-23eb45715419,1,fixed,3.9053,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.98000000000002
2026-01-01T00:05:00+00:00,300.0,stable_cold-20267530-23eb45715419,1,fixed,4.0758,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.96800000000002
2026-01-01T00:06:00+00:00,360.0,stable_cold-20267530-23eb45715419,1,fixed,4.0004,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.96600000000002
2026-01-01T00:07:00+00:00,420.0,stable_cold-20267530-23eb45715419,1,fixed,4.0342,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.96400000000003
2026-01-01T00:08:00+00:00,480.0,stable_cold-20267530-23eb45715419,1,fixed,3.9827,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.96200000000003
2026-01-01T00:09:00+00:00,540.0,stable_cold-20267530-23eb45715419,1,fixed,3.8884,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.96000000000004
2026-01-01T00:10:00+00:00,600.0,stable_cold-20267530-23eb45715419,1,fixed,3.9673,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.94800000000004
2026-01-01T00:11:00+00:00,660.0,stable_cold-20267530-23eb45715419,1,fixed,3.9815,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.94600000000004
2026-01-01T00:12:00+00:00,720.0,stable_cold-20267530-23eb45715419,1,fixed,3.9654,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.94400000000005
2026-01-01T00:13:00+00:00,780.0,stable_cold-20267530-23eb45715419,1,fixed,3.9431,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.94200000000005
2026-01-01T00:14:00+00:00,840.0,stable_cold-20267530-23eb45715419,1,fixed,4.01,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.94000000000005
2026-01-01T00:15:00+00:00,900.0,stable_cold-20267530-23eb45715419,1,fixed,3.9958,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.92800000000005
2026-01-01T00:16:00+00:00,960.0,stable_cold-20267530-23eb45715419,1,fixed,3.9226,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.92600000000006
2026-01-01T00:17:00+00:00,1020.0,stable_cold-20267530-23eb45715419,1,fixed,3.9417,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.92400000000006
2026-01-01T00:18:00+00:00,1080.0,stable_cold-20267530-23eb45715419,1,fixed,4.0423,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.92200000000007
2026-01-01T00:19:00+00:00,1140.0,stable_cold-20267530-23eb45715419,1,fixed,3.9611,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.92000000000007
2026-01-01T00:20:00+00:00,1200.0,stable_cold-20267530-23eb45715419,1,fixed,4.0058,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.90800000000007
2026-01-01T00:21:00+00:00,1260.0,stable_cold-20267530-23eb45715419,1,fixed,3.9841,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.90600000000008
2026-01-01T00:22:00+00:00,1320.0,stable_cold-20267530-23eb45715419,1,fixed,3.9827,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.90400000000008
2026-01-01T00:23:00+00:00,1380.0,stable_cold-20267530-23eb45715419,1,fixed,4.0449,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.90200000000009
2026-01-01T00:24:00+00:00,1440.0,stable_cold-20267530-23eb45715419,1,fixed,3.9686,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.90000000000009
2026-01-01T00:25:00+00:00,1500.0,stable_cold-20267530-23eb45715419,1,fixed,3.9145,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.88800000000009
2026-01-01T00:26:00+00:00,1560.0,stable_cold-20267530-23eb45715419,1,fixed,4.1138,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.8860000000001
2026-01-01T00:27:00+00:00,1620.0,stable_cold-20267530-23eb45715419,1,fixed,3.9863,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.8840000000001
2026-01-01T00:28:00+00:00,1680.0,stable_cold-20267530-23eb45715419,1,fixed,4.0417,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.8820000000001
2026-01-01T00:29:00+00:00,1740.0,stable_cold-20267530-23eb45715419,1,fixed,4.0155,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,fixed mode,99.88000000000011
2026-01-01T00:30:00+00:00,1800.0,stable_cold-20267530-23eb45715419,1,fixed,4.0608,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,fixed mode,99.86800000000011
