timestamp,run_id,scenario,true_temperature,measured_temperature,noise,lower_limit,upper_limit,event_started,event_time,sensor_valid,random_seed
2026-01-01T00:00:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0081,0.0081,2.0,8.0,False,,True,20288142
2026-01-01T00:01:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0343,0.0343,2.0,8.0,False,,True,20288142
2026-01-01T00:02:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0109,0.0109,2.0,8.0,False,,True,20288142
2026-01-01T00:03:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0542,0.0542,2.0,8.0,False,,True,20288142
2026-01-01T00:04:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0241,0.0241,2.0,8.0,False,,True,20288142
2026-01-01T00:05:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9395,-0.0605,2.0,8.0,False,,True,20288142
2026-01-01T00:06:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9091,-0.0909,2.0,8.0,False,,True,20288142
2026-01-01T00:07:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0093,0.0093,2.0,8.0,False,,True,20288142
2026-01-01T00:08:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0225,0.0225,2.0,8.0,False,,True,20288142
2026-01-01T00:09:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0856,0.0856,2.0,8.0,False,,True,20288142
2026-01-01T00:10:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9619,-0.0381,2.0,8.0,False,,True,20288142
2026-01-01T00:11:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0224,0.0224,2.0,8.0,False,,True,20288142
2026-01-01T00:12:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9704,-0.0296,2.0,8.0,False,,True,20288142
2026-01-01T00:13:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0458,0.0458,2.0,8.0,False,,True,20288142
2026-01-01T00:14:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9917,-0.0083,2.0,8.0,False,,True,20288142
2026-01-01T00:15:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0905,0.0905,2.0,8.0,False,,True,20288142
2026-01-01T00:16:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0109,0.0109,2.0,8.0,False,,True,20288142
2026-01-01T00:17:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9233,-0.0767,2.0,8.0,False,,True,20288142
2026-01-01T00:18:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9753,-0.0247,2.0,8.0,False,,True,20288142
2026-01-01T00:19:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0735,0.0735,2.0,8.0,False,,True,20288142
2026-01-01T00:20:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0584,0.0584,2.0,8.0,False,,True,20288142
2026-01-01T00:21:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9785,-0.0215,2.0,8.0,False,,True,20288142
2026-01-01T00:22:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0438,0.0438,2.0,8.0,False,,True,20288142
2026-01-01T00:23:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9791,-0.0209,2.0,8.0,False,,True,20288142
2026-01-01T00:24:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9751,-0.0249,2.0,8.0,False,,True,20288142
2026-01-01T00:25:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0305,0.0305,2.0,8.0,False,,True,20288142
2026-01-01T00:26:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0179,0.0179,2.0,8.0,False,,True,20288142
2026-01-01T00:27:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9922,-0.0078,2.0,8.0,False,,True,20288142
2026-01-01T00:28:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9917,-0.0083,2.0,8.0,False,,True,20288142
2026-01-01T00:29:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9398,-0.0602,2.0,8.0,False,,True,20288142
2026-01-01T00:30:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0826,0.0826,2.0,8.0,False,,True,20288142
2026-01-01T00:31:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.998,-0.002,2.0,8.0,False,,True,20288142
2026-01-01T00:32:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0563,0.0563,2.0,8.0,False,,True,20288142
2026-01-01T00:33:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.102,0.102,2.0,8.0,False,,True,20288142
2026-01-01T00:34:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0623,0.0623,2.0,8.0,False,,True,20288142
2026-01-01T00:35:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0012,0.0012,2.0,8.0,False,,True,20288142
2026-01-01T00:36:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.063,0.063,2.0,8.0,False,,True,20288142
2026-01-01T00:37:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.8216,-0.1784,2.0,8.0,False,,True,20288142
2026-01-01T00:38:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.1305,0.1305,2.0,8.0,False,,True,20288142
2026-01-01T00:39:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9334,-0.0666,2.0,8.0,False,,True,20288142
2026-01-01T00:40:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.1181,0.1181,2.0,8.0,False,,True,20288142
2026-01-01T00:41:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0739,0.0739,2.0,8.0,False,,True,20288142
2026-01-01T00:42:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.0774,0.0774,2.0,8.0,False,,True,20288142
2026-01-01T00:43:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,3.9932,-0.0068,2.0,8.0,False,,True,20288142
2026-01-01T00:44:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,4.058,0.058,2.0,8.0,False,,True,20288142
2026-01-01T00:45:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:46:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:47:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:48:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:49:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:50:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:51:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:52:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:53:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
2026-01-01T00:54:00+00:00,temporary_sensor_fault-20288142-24d8c3fd8626,temporary_sensor_fault,4.0,,,2.0,8.0,False,,False,20288142
