timestamp,run_id,scenario,true_temperature,measured_temperature,noise,lower_limit,upper_limit,event_started,event_time,sensor_valid,random_seed
2026-01-01T00:00:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.8978,-0.1022,2.0,8.0,False,,True,20285194
2026-01-01T00:01:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.085,0.085,2.0,8.0,False,,True,20285194
2026-01-01T00:02:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.0275,0.0275,2.0,8.0,False,,True,20285194
2026-01-01T00:03:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.8976,-0.1024,2.0,8.0,False,,True,20285194
2026-01-01T00:04:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9475,-0.0525,2.0,8.0,False,,True,20285194
2026-01-01T00:05:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.881,-0.119,2.0,8.0,False,,True,20285194
2026-01-01T00:06:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9966,-0.0034,2.0,8.0,False,,True,20285194
2026-01-01T00:07:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.0685,0.0685,2.0,8.0,False,,True,20285194
2026-01-01T00:08:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.991,-0.009,2.0,8.0,False,,True,20285194
2026-01-01T00:09:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9845,-0.0155,2.0,8.0,False,,True,20285194
2026-01-01T00:10:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9366,-0.0634,2.0,8.0,False,,True,20285194
2026-01-01T00:11:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9852,-0.0148,2.0,8.0,False,,True,20285194
2026-01-01T00:12:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.0552,0.0552,2.0,8.0,False,,True,20285194
2026-01-01T00:13:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.097,0.097,2.0,8.0,False,,True,20285194
2026-01-01T00:14:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9646,-0.0354,2.0,8.0,False,,True,20285194
2026-01-01T00:15:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.0413,0.0413,2.0,8.0,False,,True,20285194
2026-01-01T00:16:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.1346,0.1346,2.0,8.0,False,,True,20285194
2026-01-01T00:17:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.8689,-0.1311,2.0,8.0,False,,True,20285194
2026-01-01T00:18:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.8565,-0.1435,2.0,8.0,False,,True,20285194
2026-01-01T00:19:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,3.9228,-0.0772,2.0,8.0,False,,True,20285194
2026-01-01T00:20:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,4.0,4.0415,0.0415,2.0,8.0,True,0.0,True,20285194
2026-01-01T00:21:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,6.143,6.2009,0.0579,2.0,8.0,True,60.0,True,20285194
2026-01-01T00:22:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.6786,7.6405,-0.0381,2.0,8.0,True,120.0,True,20285194
2026-01-01T00:23:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,8.7788,8.8958,0.1169,2.0,8.0,True,180.0,True,20285194
2026-01-01T00:24:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,9.5672,9.4984,-0.0688,2.0,8.0,True,240.0,True,20285194
2026-01-01T00:25:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,9.2082,9.0214,-0.1868,2.0,8.0,False,,True,20285194
2026-01-01T00:26:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,8.8723,8.8229,-0.0494,2.0,8.0,False,,True,20285194
2026-01-01T00:27:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,8.558,8.5718,0.0138,2.0,8.0,False,,True,20285194
2026-01-01T00:28:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,8.2641,8.3604,0.0963,2.0,8.0,False,,True,20285194
2026-01-01T00:29:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.9891,8.097,0.1079,2.0,8.0,False,,True,20285194
2026-01-01T00:30:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.7318,7.9283,0.1965,2.0,8.0,False,,True,20285194
2026-01-01T00:31:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.4911,7.3463,-0.1448,2.0,8.0,False,,True,20285194
2026-01-01T00:32:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.266,7.2783,0.0123,2.0,8.0,False,,True,20285194
2026-01-01T00:33:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,7.0553,6.9394,-0.116,2.0,8.0,False,,True,20285194
2026-01-01T00:34:00+00:00,repeated_door_opening-20285194-2eb566573375,repeated_door_opening,6.8583,6.8648,0.0065,2.0,8.0,False,,True,20285194
