timestamp,run_id,scenario,true_temperature,measured_temperature,noise,lower_limit,upper_limit,event_started,event_time,sensor_valid,random_seed
2026-01-01T00:00:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.0647,0.0647,2.0,8.0,False,,True,20267784
2026-01-01T00:01:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.0532,0.0532,2.0,8.0,False,,True,20267784
2026-01-01T00:02:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9197,-0.0803,2.0,8.0,False,,True,20267784
2026-01-01T00:03:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.1157,0.1157,2.0,8.0,False,,True,20267784
2026-01-01T00:04:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9191,-0.0809,2.0,8.0,False,,True,20267784
2026-01-01T00:05:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9585,-0.0415,2.0,8.0,False,,True,20267784
2026-01-01T00:06:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9218,-0.0782,2.0,8.0,False,,True,20267784
2026-01-01T00:07:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.0577,0.0577,2.0,8.0,False,,True,20267784
2026-01-01T00:08:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.1532,0.1532,2.0,8.0,False,,True,20267784
2026-01-01T00:09:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.0222,0.0222,2.0,8.0,False,,True,20267784
2026-01-01T00:10:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9864,-0.0136,2.0,8.0,False,,True,20267784
2026-01-01T00:11:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.1645,0.1645,2.0,8.0,False,,True,20267784
2026-01-01T00:12:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.1348,0.1348,2.0,8.0,False,,True,20267784
2026-01-01T00:13:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.0132,0.0132,2.0,8.0,False,,True,20267784
2026-01-01T00:14:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9291,-0.0709,2.0,8.0,False,,True,20267784
2026-01-01T00:15:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9889,-0.0111,2.0,8.0,False,,True,20267784
2026-01-01T00:16:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,22.1927,0.1927,2.0,8.0,False,,True,20267784
2026-01-01T00:17:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.8952,-0.1048,2.0,8.0,False,,True,20267784
2026-01-01T00:18:00+00:00,stable_room-20267784-e8eb2b607b96,stable_room,22.0,21.9099,-0.0901,2.0,8.0,False,,True,20267784
