timestamp,run_id,scenario,true_temperature,measured_temperature,noise,lower_limit,upper_limit,event_started,event_time,sensor_valid,random_seed
2026-01-01T00:00:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.94,-0.06,2.0,8.0,False,,True,20279015
2026-01-01T00:01:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9162,-0.0838,2.0,8.0,False,,True,20279015
2026-01-01T00:02:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0515,0.0515,2.0,8.0,False,,True,20279015
2026-01-01T00:03:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9451,-0.0549,2.0,8.0,False,,True,20279015
2026-01-01T00:04:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0812,0.0812,2.0,8.0,False,,True,20279015
2026-01-01T00:05:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9289,-0.0711,2.0,8.0,False,,True,20279015
2026-01-01T00:06:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.1966,0.1966,2.0,8.0,False,,True,20279015
2026-01-01T00:07:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9094,-0.0906,2.0,8.0,False,,True,20279015
2026-01-01T00:08:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9016,-0.0984,2.0,8.0,False,,True,20279015
2026-01-01T00:09:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.008,0.008,2.0,8.0,False,,True,20279015
2026-01-01T00:10:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9227,-0.0773,2.0,8.0,False,,True,20279015
2026-01-01T00:11:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9429,-0.0571,2.0,8.0,False,,True,20279015
2026-01-01T00:12:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9858,-0.0142,2.0,8.0,False,,True,20279015
2026-01-01T00:13:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0671,0.0671,2.0,8.0,False,,True,20279015
2026-01-01T00:14:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9465,-0.0535,2.0,8.0,False,,True,20279015
2026-01-01T00:15:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9782,-0.0218,2.0,8.0,False,,True,20279015
2026-01-01T00:16:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0534,0.0534,2.0,8.0,False,,True,20279015
2026-01-01T00:17:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0276,0.0276,2.0,8.0,False,,True,20279015
2026-01-01T00:18:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0718,0.0718,2.0,8.0,False,,True,20279015
2026-01-01T00:19:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.8354,-0.1646,2.0,8.0,False,,True,20279015
2026-01-01T00:20:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0324,0.0324,2.0,8.0,False,,True,20279015
2026-01-01T00:21:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9627,-0.0373,2.0,8.0,False,,True,20279015
2026-01-01T00:22:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.1125,0.1125,2.0,8.0,False,,True,20279015
2026-01-01T00:23:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9983,-0.0017,2.0,8.0,False,,True,20279015
2026-01-01T00:24:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,3.9594,-0.0406,2.0,8.0,False,,True,20279015
2026-01-01T00:25:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.1113,0.1113,2.0,8.0,False,,True,20279015
2026-01-01T00:26:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.1596,0.1596,2.0,8.0,False,,True,20279015
2026-01-01T00:27:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.001,0.001,2.0,8.0,False,,True,20279015
2026-01-01T00:28:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0229,0.0229,2.0,8.0,False,,True,20279015
2026-01-01T00:29:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.0877,0.0877,2.0,8.0,False,,True,20279015
2026-01-01T00:30:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,4.0,4.085,0.085,2.0,8.0,True,0.0,True,20279015
2026-01-01T00:31:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.2961,6.29,-0.0061,2.0,8.0,True,60.0,True,20279015
2026-01-01T00:32:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,7.9413,7.8589,-0.0824,2.0,8.0,True,120.0,True,20279015
2026-01-01T00:33:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,9.1202,9.1915,0.0714,2.0,8.0,True,180.0,True,20279015
2026-01-01T00:34:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,9.9649,9.8733,-0.0915,2.0,8.0,True,240.0,True,20279015
2026-01-01T00:35:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,10.5701,10.6268,0.0567,2.0,8.0,True,300.0,True,20279015
2026-01-01T00:36:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,10.1464,10.1579,0.0116,2.0,8.0,False,,True,20279015
2026-01-01T00:37:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,9.75,9.7946,0.0446,2.0,8.0,False,,True,20279015
2026-01-01T00:38:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,9.3791,9.2736,-0.1056,2.0,8.0,False,,True,20279015
2026-01-01T00:39:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,9.0322,9.026,-0.0063,2.0,8.0,False,,True,20279015
2026-01-01T00:40:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,8.7077,8.5901,-0.1176,2.0,8.0,False,,True,20279015
2026-01-01T00:41:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,8.4041,8.4241,0.02,2.0,8.0,False,,True,20279015
2026-01-01T00:42:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,8.12,8.1171,-0.003,2.0,8.0,False,,True,20279015
2026-01-01T00:43:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,7.8543,7.8455,-0.0088,2.0,8.0,False,,True,20279015
2026-01-01T00:44:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,7.6058,7.5646,-0.0411,2.0,8.0,False,,True,20279015
2026-01-01T00:45:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,7.3732,7.2654,-0.1078,2.0,8.0,False,,True,20279015
2026-01-01T00:46:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,7.1557,7.1516,-0.004,2.0,8.0,False,,True,20279015
2026-01-01T00:47:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.9521,6.9567,0.0046,2.0,8.0,False,,True,20279015
2026-01-01T00:48:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.7617,6.7102,-0.0515,2.0,8.0,False,,True,20279015
2026-01-01T00:49:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.5836,6.6548,0.0712,2.0,8.0,False,,True,20279015
2026-01-01T00:50:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.417,6.6013,0.1843,2.0,8.0,False,,True,20279015
2026-01-01T00:51:00+00:00,short_door_opening-20279015-70dee0e18881,short_door_opening,6.2611,6.1976,-0.0635,2.0,8.0,False,,True,20279015
