timestamp,run_id,scenario,true_temperature,measured_temperature,noise,lower_limit,upper_limit,event_started,event_time,sensor_valid,random_seed
2026-01-01T00:00:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,22.0,21.9728,-0.0272,2.0,8.0,False,,True,20273328
2026-01-01T00:01:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,21.493,21.6095,0.1165,2.0,8.0,False,,True,20273328
2026-01-01T00:02:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,21.0003,21.1036,0.1034,2.0,8.0,False,,True,20273328
2026-01-01T00:03:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,20.5214,20.4124,-0.109,2.0,8.0,False,,True,20273328
2026-01-01T00:04:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,20.0561,20.044,-0.012,2.0,8.0,False,,True,20273328
2026-01-01T00:05:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,19.6038,19.5868,-0.017,2.0,8.0,False,,True,20273328
2026-01-01T00:06:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,19.1643,19.1581,-0.0062,2.0,8.0,False,,True,20273328
2026-01-01T00:07:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,18.7372,18.7246,-0.0125,2.0,8.0,False,,True,20273328
2026-01-01T00:08:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,18.3221,18.456,0.134,2.0,8.0,False,,True,20273328
2026-01-01T00:09:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,17.9186,17.9952,0.0766,2.0,8.0,False,,True,20273328
2026-01-01T00:10:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,17.5266,17.5375,0.0109,2.0,8.0,False,,True,20273328
2026-01-01T00:11:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,17.1456,17.0956,-0.05,2.0,8.0,False,,True,20273328
2026-01-01T00:12:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,16.7753,16.8621,0.0868,2.0,8.0,False,,True,20273328
2026-01-01T00:13:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,16.4155,16.4545,0.039,2.0,8.0,False,,True,20273328
2026-01-01T00:14:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,16.0658,16.1696,0.1038,2.0,8.0,False,,True,20273328
2026-01-01T00:15:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,15.7259,15.6374,-0.0885,2.0,8.0,False,,True,20273328
2026-01-01T00:16:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,15.3956,15.3925,-0.0032,2.0,8.0,False,,True,20273328
2026-01-01T00:17:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,15.0746,15.1068,0.0322,2.0,8.0,False,,True,20273328
2026-01-01T00:18:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,14.7627,14.6491,-0.1136,2.0,8.0,False,,True,20273328
2026-01-01T00:19:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,14.4595,14.3811,-0.0784,2.0,8.0,False,,True,20273328
2026-01-01T00:20:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,14.1649,14.1826,0.0177,2.0,8.0,False,,True,20273328
2026-01-01T00:21:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,13.8786,14.1202,0.2416,2.0,8.0,False,,True,20273328
2026-01-01T00:22:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,13.6004,13.4809,-0.1195,2.0,8.0,False,,True,20273328
2026-01-01T00:23:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,13.3299,13.1485,-0.1814,2.0,8.0,False,,True,20273328
2026-01-01T00:24:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,13.0671,12.9785,-0.0887,2.0,8.0,False,,True,20273328
2026-01-01T00:25:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,12.8117,12.7912,-0.0206,2.0,8.0,False,,True,20273328
2026-01-01T00:26:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,12.5635,12.4841,-0.0795,2.0,8.0,False,,True,20273328
2026-01-01T00:27:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,12.3223,12.1727,-0.1496,2.0,8.0,False,,True,20273328
2026-01-01T00:28:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,12.0879,12.1535,0.0655,2.0,8.0,False,,True,20273328
2026-01-01T00:29:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,11.8601,11.9234,0.0633,2.0,8.0,False,,True,20273328
2026-01-01T00:30:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,11.6387,11.6012,-0.0375,2.0,8.0,False,,True,20273328
2026-01-01T00:31:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,11.4236,11.4857,0.0622,2.0,8.0,False,,True,20273328
2026-01-01T00:32:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,11.2145,11.2595,0.0451,2.0,8.0,False,,True,20273328
2026-01-01T00:33:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,11.0112,10.8991,-0.1122,2.0,8.0,False,,True,20273328
2026-01-01T00:34:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,10.8138,10.7961,-0.0177,2.0,8.0,False,,True,20273328
2026-01-01T00:35:00+00:00,ambient_to_cold-20273328-6ea3e1b02efc,ambient_to_cold,10.6218,10.6714,0.0496,2.0,8.0,False,,True,20273328
