timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.5428,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.988
2026-01-01T00:01:00+00:00,60.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.6042,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.976
2026-01-01T00:02:00+00:00,120.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.8265,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.964
2026-01-01T00:03:00+00:00,180.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.774,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.952
2026-01-01T00:04:00+00:00,240.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.7901,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.95
2026-01-01T00:05:00+00:00,300.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.9754,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.94800000000001
2026-01-01T00:06:00+00:00,360.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.033,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.94600000000001
2026-01-01T00:07:00+00:00,420.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,3.9826,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.94400000000002
2026-01-01T00:08:00+00:00,480.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.1574,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.94200000000002
2026-01-01T00:09:00+00:00,540.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.0334,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.94000000000003
2026-01-01T00:10:00+00:00,600.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.2308,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.93800000000003
2026-01-01T00:11:00+00:00,660.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.3228,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.92600000000003
2026-01-01T00:12:00+00:00,720.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.4463,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.92400000000004
2026-01-01T00:13:00+00:00,780.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.5117,True,TRANSITION,0.0,TRANSITION,30.0,120.0,True,interval due,0.0,rule-based baseline,99.91200000000003
2026-01-01T00:14:00+00:00,840.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.594,True,TRANSITION,0.0,TRANSITION,30.0,120.0,False,not due,0.0,rule-based baseline,99.91000000000004
2026-01-01T00:15:00+00:00,900.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.7465,True,TRANSITION,0.0,TRANSITION,30.0,120.0,True,interval due,0.0,rule-based baseline,99.89800000000004
2026-01-01T00:16:00+00:00,960.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.6412,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.89600000000004
2026-01-01T00:17:00+00:00,1020.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.7797,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.89400000000005
2026-01-01T00:18:00+00:00,1080.0,gradual_warming-20273476-9bc71f6f4e8a,2,rule_based,4.8835,True,TRANSITION,0.0,TRANSITION,30.0,120.0,True,interval due,0.0,rule-based baseline,99.88200000000005
