node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
2,0,0.0,1.01184954551917,1.01184954551917,4,0.0,True,0,
2,1,60.0,60.80614676388804,0.8061467638880373,4,0.0,True,0,
2,2,120.0,121.34514115117973,1.3451411511797318,4,0.0,True,0,
2,3,180.0,181.1024430841697,1.1024430841696926,4,0.0,True,0,
2,4,660.0,660.7476911633288,0.7476911633287955,0,0.0,True,0,
2,5,780.0,781.007194482797,1.00719448279699,1,0.0,True,0,
2,6,900.0,905.7635897181342,5.763589718134199,1,0.0,True,0,
2,7,1080.0,1080.9753626251688,0.9753626251688274,1,0.0,True,0,
2,8,1320.0,1321.0951336583475,1.0951336583475495,1,0.0,True,0,
2,9,1440.0,1440.5631752993477,0.5631752993476766,1,0.0,True,0,
2,10,1740.0,1741.0857583627578,1.0857583627578151,0,0.0,True,0,
2,11,2040.0,2041.0875947416478,1.087594741647763,1,0.0,True,0,
2,12,2280.0,2280.726213054606,0.726213054605978,1,0.0,True,0,
2,13,2580.0,2580.725874634867,0.7258746348670684,0,0.0,True,0,
2,14,2940.0,2941.193253142851,1.1932531428510629,0,0.0,True,0,
2,15,3240.0,3240.945972777233,0.9459727772327824,0,0.0,True,0,
2,16,3540.0,3540.750976591991,0.7509765919908205,0,0.0,True,0,
2,17,3900.0,3900.8887255244126,0.8887255244126209,0,0.0,True,0,
2,18,4200.0,4200.964105382255,0.9641053822551839,0,0.0,True,0,
2,19,4500.0,4500.728736982052,0.7287369820523963,0,0.0,True,0,
2,20,4860.0,4860.925296937538,0.9252969375384055,0,0.0,True,0,
2,21,5460.0,5461.252062808124,1.25206280812381,2,1.0,True,0,
2,22,6060.0,6061.103060995558,1.1030609955578257,2,1.0,True,0,
2,23,6660.0,6660.531925778815,0.5319257788150935,2,1.0,True,0,
