node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
1,0,0.0,1.01184954551917,1.01184954551917,0,0.0,True,0,
1,1,300.0,300.806146763888,0.8061467638880231,0,0.0,True,0,
1,2,600.0,601.3451411511797,1.345141151179746,0,0.0,True,0,
1,3,900.0,901.1024430841697,1.1024430841697495,0,0.0,True,0,
1,4,1200.0,1200.7476911633287,0.7476911633286818,0,0.0,True,0,
1,5,1800.0,1801.0071944827969,1.0071944827968764,0,0.0,True,0,
1,6,2100.0,2105.763589718134,5.7635897181339715,0,0.0,True,0,
1,7,2400.0,2400.9753626251686,0.9753626251686001,0,0.0,True,0,
1,8,2700.0,2701.0951336583475,1.0951336583475495,0,0.0,True,0,
1,9,3240.0,3240.5631752993477,0.5631752993476766,0,0.0,True,0,
1,10,3540.0,3541.085758362758,1.0857583627580425,0,0.0,True,0,
1,11,3840.0,3841.0875947416475,1.0875947416475356,0,0.0,True,0,
1,12,4140.0,4140.726213054606,0.726213054605978,0,0.0,True,0,
1,13,4740.0,4740.725874634867,0.7258746348670684,0,0.0,True,0,
1,14,5040.0,5041.193253142851,1.1932531428510629,0,0.0,True,0,
1,15,5340.0,5340.945972777233,0.9459727772327824,0,0.0,True,0,
1,16,5640.0,5640.75097659199,0.7509765919903657,0,0.0,True,0,
1,17,6240.0,6240.888725524413,0.8887255244126209,2,1.0,True,0,
1,18,6540.0,6540.964105382255,0.9641053822551839,0,0.0,True,0,
1,19,6840.0,6840.728736982052,0.7287369820523963,0,0.0,True,0,
1,20,7140.0,7140.925296937538,0.9252969375384055,0,0.0,True,0,
