timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1244,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.988
2026-01-01T00:01:00+00:00,60.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.911,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.976
2026-01-01T00:02:00+00:00,120.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0336,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.964
2026-01-01T00:03:00+00:00,180.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1576,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.952
2026-01-01T00:04:00+00:00,240.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8959,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.95
2026-01-01T00:05:00+00:00,300.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0343,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.94800000000001
2026-01-01T00:06:00+00:00,360.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9669,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.94600000000001
2026-01-01T00:07:00+00:00,420.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0541,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.94400000000002
2026-01-01T00:08:00+00:00,480.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0176,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.93200000000002
2026-01-01T00:09:00+00:00,540.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1104,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.93000000000002
2026-01-01T00:10:00+00:00,600.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0647,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.92800000000003
2026-01-01T00:11:00+00:00,660.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9506,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.92600000000003
2026-01-01T00:12:00+00:00,720.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1298,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.92400000000004
2026-01-01T00:13:00+00:00,780.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8649,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.92200000000004
2026-01-01T00:14:00+00:00,840.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9634,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.92000000000004
2026-01-01T00:15:00+00:00,900.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0551,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.90800000000004
2026-01-01T00:16:00+00:00,960.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9259,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.90600000000005
2026-01-01T00:17:00+00:00,1020.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9338,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.90400000000005
2026-01-01T00:18:00+00:00,1080.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8068,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.90200000000006
2026-01-01T00:19:00+00:00,1140.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0355,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.90000000000006
2026-01-01T00:20:00+00:00,1200.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9714,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.89800000000007
2026-01-01T00:21:00+00:00,1260.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.109,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.89600000000007
2026-01-01T00:22:00+00:00,1320.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.063,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.89400000000008
2026-01-01T00:23:00+00:00,1380.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0221,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.88200000000008
2026-01-01T00:24:00+00:00,1440.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.7792,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.88000000000008
2026-01-01T00:25:00+00:00,1500.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9282,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.87800000000009
2026-01-01T00:26:00+00:00,1560.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.034,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.87600000000009
2026-01-01T00:27:00+00:00,1620.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0796,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.8740000000001
2026-01-01T00:28:00+00:00,1680.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0228,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.8620000000001
2026-01-01T00:29:00+00:00,1740.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0204,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.8600000000001
2026-01-01T00:30:00+00:00,1800.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0531,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.8580000000001
2026-01-01T00:31:00+00:00,1860.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.9331,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.85600000000011
2026-01-01T00:32:00+00:00,1920.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1594,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.85400000000011
2026-01-01T00:33:00+00:00,1980.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.1435,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.85200000000012
2026-01-01T00:34:00+00:00,2040.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,4.0101,True,STABLE,0.0,STABLE,60.0,300.0,True,interval due,0.0,rule-based baseline,99.84000000000012
2026-01-01T00:35:00+00:00,2100.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8852,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.83800000000012
2026-01-01T00:36:00+00:00,2160.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8856,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.83600000000013
2026-01-01T00:37:00+00:00,2220.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8501,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.83400000000013
2026-01-01T00:38:00+00:00,2280.0,sudden_spike-20268964-352ac1cd26e3,2,rule_based,3.8697,True,STABLE,0.0,STABLE,60.0,300.0,False,not due,0.0,rule-based baseline,99.83200000000014
