timestamp,Temperature,Humidity,CO2,Noise,Pressure
2025-01-01 00:02:30,18.5,49,1529,47,1020.7
2025-01-01 00:07:30,18.5,49,1515,50,1020.7
2025-01-01 00:12:30,18.5,49,1518,48,1020.7
2025-01-01 00:17:30,18.5,49,1512,47,1020.7
2025-01-01 00:22:30,18.4,49,1501,47,1020.7
2025-01-01 00:27:30,18.4,49,1532,36,1020.5
2025-01-01 00:32:30,18.4,49,1509,32,1020.4
2025-01-01 00:37:30,18.4,49,1518,32,1020.4
2025-01-01 00:42:30,18.4,49,1523,32,1020.5
2025-01-01 00:47:30,18.4,49,1515,32,1020.5
2025-01-01 00:52:30,18.3,49,1491,32,1020.4
2025-01-01 00:57:30,18.3,49,1514,32,1020.4
2025-01-01 01:02:30,18.3,49,1489,32,1020.4
2025-01-01 01:07:30,18.3,49,1504,32,1020.3
2025-01-01 01:12:30,18.2,49,1534,32,1020.3
2025-01-01 01:17:30,18.2,49,1501,32,1020.3
2025-01-01 01:22:30,18.2,49,1518,32,1020.2
2025-01-01 01:27:30,18.2,49,1515,32,1020.3
2025-01-01 01:32:30,18.2,49,1506,32,1020.1
2025-01-01 01:37:30,18.2,49,1532,32,1020.1
2025-01-01 01:42:30,18.2,49,1501,40,1020.1
2025-01-01 01:47:30,18.2,49,1546,46,1020.0
2025-01-01 01:52:30,18.2,49,1490,46,1020.0
2025-01-01 01:57:30,18.1,49,1548,45,1020.1
2025-01-01 02:02:30,18.1,49,1531,45,1020.1
2025-01-01 02:12:30,18.1,49,1491,45,1020.2
2025-01-01 02:17:30,18.1,49,1517,45,1020.2
2025-01-01 02:22:30,18.1,49,1514,45,1020.2
2025-01-01 02:27:30,18.1,49,1497,45,1020.2
2025-01-01 02:32:30,18.1,49,1528,45,1020.3
2025-01-01 02:37:30,18.0,49,1505,45,1020.2
2025-01-01 02:42:30,18.0,49,1545,45,1020.2
2025-01-01 02:47:30,18.0,49,1517,45,1020.2
2025-01-01 02:52:30,18.0,49,1511,39,1020.3
2025-01-01 02:57:30,18.0,49,1531,32,1020.2
2025-01-01 03:02:30,18.0,49,1503,32,1020.2
2025-01-01 03:12:30,18.0,49,1517,32,1020.1
2025-01-01 03:17:30,17.9,50,1504,32,1020.1
2025-01-01 03:22:30,17.9,50,1490,32,1020.0
2025-01-01 03:27:30,17.9,50,1524,32,1020.1
2025-01-01 03:32:30,17.9,50,1493,32,1020.0
2025-01-01 03:37:30,17.9,50,1504,32,1020.0
2025-01-01 03:42:30,17.9,50,1544,32,1020.0
2025-01-01 03:47:30,17.9,50,1485,32,1020.0
2025-01-01 03:52:30,17.9,50,1496,32,1019.9
2025-01-01 03:57:30,17.8,50,1482,32,1019.9
2025-01-01 04:02:30,17.8,50,1513,32,1020.0
2025-01-01 04:07:30,17.8,50,1530,32,1019.9
2025-01-01 04:12:30,17.8,50,1533,32,1020.0
2025-01-01 04:17:30,17.8,50,1516,32,1020.0
2025-01-01 04:22:30,17.8,50,1485,43,1019.9
2025-01-01 04:27:30,17.8,50,1516,45,1019.8
2025-01-01 04:32:30,17.8,50,1499,46,1019.9
2025-01-01 04:37:30,17.8,50,1499,46,1020.1
2025-01-01 04:42:30,17.8,50,1516,45,1019.9
2025-01-01 04:47:30,17.7,50,1529,45,1019.9
2025-01-01 04:52:30,17.7,50,1529,45,1020.0
2025-01-01 04:57:30,17.7,50,1495,45,1019.9
2025-01-01 05:02:30,17.7,50,1526,45,1019.9
2025-01-01 05:07:30,17.7,50,1515,45,1019.9
2025-01-01 05:12:30,17.7,50,1526,45,1019.8
2025-01-01 05:17:30,17.7,50,1529,45,1019.8
2025-01-01 05:22:30,17.7,50,1487,45,1019.8
2025-01-01 05:27:30,17.7,50,1557,36,1019.9
2025-01-01 05:32:30,17.6,50,1529,32,1019.9
2025-01-01 05:37:30,17.6,50,1557,32,1019.8
2025-01-01 05:42:30,17.6,50,1515,32,1019.8
2025-01-01 05:47:30,17.6,50,1518,32,1019.7
2025-01-01 05:52:30,17.6,50,1510,32,1019.6
2025-01-01 05:57:30,17.6,50,1504,32,1019.6
2025-01-01 06:02:30,17.6,50,1519,32,1019.7
2025-01-01 06:07:30,17.6,50,1524,32,1019.6
2025-01-01 06:12:30,17.6,50,1516,32,1019.6
2025-01-01 06:17:30,17.6,50,1526,32,1019.7
2025-01-01 06:22:30,17.6,50,1554,32,1019.8
2025-01-01 06:27:30,17.5,50,1508,32,1019.9
2025-01-01 06:32:30,17.5,50,1514,32,1019.8
2025-01-01 06:37:30,17.5,50,1545,32,1019.7
2025-01-01 06:42:30,17.5,50,1525,32,1019.7
2025-01-01 06:47:30,17.5,50,1528,32,1019.6
2025-01-01 06:52:30,17.5,50,1536,32,1019.7
2025-01-01 06:57:30,17.5,50,1480,32,1019.8
2025-01-01 07:02:30,17.5,50,1522,44,1019.8
2025-01-01 07:07:30,17.5,50,1542,46,1019.8
2025-01-01 07:12:30,17.5,50,1553,45,1019.8
2025-01-01 07:17:30,17.5,50,1528,45,1019.8
2025-01-01 07:22:30,17.4,50,1555,45,1019.9
2025-01-01 07:27:30,17.4,50,1513,45,1019.9
2025-01-01 07:32:30,17.4,50,1558,45,1019.9
2025-01-01 07:42:30,17.4,50,1538,45,1019.9
2025-01-01 07:47:30,17.4,50,1567,45,1019.8
2025-01-01 07:52:30,17.4,50,1527,45,1019.8
2025-01-01 08:02:30,17.4,50,1579,45,1019.8
2025-01-01 08:07:30,17.4,50,1541,45,1019.8
2025-01-01 08:12:30,17.4,50,1567,41,1019.8
2025-01-01 08:17:30,17.4,50,1555,32,1019.9
2025-01-01 08:22:30,17.4,50,1538,32,1019.9
2025-01-01 08:27:30,17.4,50,1541,32,1019.9
2025-01-01 08:32:30,17.4,50,1564,32,1019.8
2025-01-01 08:37:30,17.4,50,1504,32,1019.7
2025-01-01 08:42:30,17.4,50,1600,32,1019.8
2025-01-01 08:47:30,17.4,50,1683,51,1019.9
2025-01-01 08:52:30,17.6,50,1781,57,1019.9
2025-01-01 08:57:30,18.0,51,1874,55,1019.9
2025-01-01 09:02:30,18.4,50,1985,57,1019.9
2025-01-01 09:07:30,18.8,50,2093,51,1020.0
2025-01-01 09:12:30,19.0,50,2063,51,1020.0
2025-01-01 09:17:30,19.2,50,2065,50,1020.0
2025-01-01 09:22:30,19.3,50,2087,54,1020.1
2025-01-01 09:27:30,19.3,50,2081,58,1020.2
2025-01-01 09:32:30,19.4,50,2130,56,1020.2
2025-01-01 09:37:30,19.4,50,2160,54,1020.1
2025-01-01 09:42:30,19.5,50,2257,53,1020.1
2025-01-01 09:47:30,19.5,50,2198,55,1020.2
2025-01-01 09:52:30,19.5,50,2211,56,1020.1
2025-01-01 09:57:30,19.5,50,2147,53,1020.1
2025-01-01 10:02:30,19.5,50,2094,53,1020.1
2025-01-01 10:07:30,19.5,49,2085,52,1020.2
2025-01-01 10:12:30,19.5,49,1979,52,1020.1
2025-01-01 10:17:30,19.5,49,1957,52,1020.1
2025-01-01 10:22:30,19.5,49,1916,55,1020.1
2025-01-01 10:27:30,19.5,49,1888,54,1020.1
2025-01-01 10:32:30,19.4,49,1822,54,1020.0
2025-01-01 10:37:30,19.4,49,1824,62,1020.0
2025-01-01 10:42:30,19.3,49,1846,54,1020.0
2025-01-01 10:47:30,19.3,49,1836,57,1019.9
2025-01-01 10:52:30,19.3,49,1855,54,1019.9
2025-01-01 10:57:30,19.2,48,1812,52,1019.7
2025-01-01 11:02:30,19.2,48,1837,54,1019.6
2025-01-01 11:07:30,19.1,49,1784,55,1019.4
2025-01-01 11:12:30,19.2,49,1853,62,1019.4
2025-01-01 11:17:30,19.3,50,1900,57,1019.3
2025-01-01 11:22:30,19.3,50,1931,68,1019.3
2025-01-01 11:27:30,19.5,50,1889,54,1019.2
2025-01-01 11:32:30,19.8,49,1876,54,1019.0
2025-01-01 11:37:30,20.1,50,1937,55,1018.9
2025-01-01 11:42:30,20.4,51,1933,54,1018.9
2025-01-01 11:47:30,20.7,51,1951,53,1018.8
2025-01-01 11:52:30,21.0,52,2008,59,1018.7
2025-01-01 11:57:30,21.2,51,2007,54,1018.6
2025-01-01 12:02:30,21.5,51,2058,56,1018.5
2025-01-01 12:07:30,21.9,51,2044,50,1018.5
2025-01-01 12:12:30,21.9,50,1976,47,1018.4
2025-01-01 12:17:30,21.9,50,1979,53,1018.3
2025-01-01 12:22:30,21.9,49,1996,50,1018.2
2025-01-01 12:27:30,21.8,49,2009,53,1018.1
2025-01-01 12:32:30,21.6,49,2030,51,1018.1
2025-01-01 12:37:30,21.6,49,1978,48,1017.9
2025-01-01 12:42:30,21.5,49,1997,49,1017.8
2025-01-01 12:47:30,21.4,49,2027,53,1017.6
2025-01-01 12:52:30,21.3,49,2039,55,1017.5
2025-01-01 12:57:30,21.2,49,2085,45,1017.4
2025-01-01 13:02:30,21.2,49,2071,33,1017.3
2025-01-01 13:07:30,21.1,49,2073,32,1017.2
2025-01-01 13:12:30,21.0,49,1995,32,1017.1
2025-01-01 13:17:30,21.0,49,1960,32,1017.0
2025-01-01 13:22:30,20.9,48,1946,32,1016.9
2025-01-01 13:27:30,20.8,48,1931,32,1016.8
2025-01-01 13:32:30,20.8,48,1840,32,1016.7
2025-01-01 13:37:30,20.7,48,1811,32,1016.6
2025-01-01 13:42:30,20.7,48,1792,32,1016.6
2025-01-01 13:47:30,20.6,48,1795,32,1016.4
2025-01-01 13:52:30,20.6,48,1734,32,1016.3
2025-01-01 13:57:30,20.5,48,1725,32,1016.2
2025-01-01 14:02:30,20.5,48,1674,32,1016.2
2025-01-01 14:07:30,20.4,48,1676,32,1016.1
2025-01-01 14:12:30,20.4,48,1614,32,1016.0
2025-01-01 14:17:30,20.4,48,1638,36,1016.0
2025-01-01 14:22:30,20.5,48,1604,38,1016.0
2025-01-01 14:27:30,20.4,48,1604,39,1015.9
2025-01-01 14:32:30,20.4,47,1549,41,1015.8
2025-01-01 14:42:30,20.3,47,1500,41,1015.8
2025-01-01 14:47:30,20.3,47,1520,42,1015.7
2025-01-01 14:52:30,20.2,47,1489,42,1015.7
2025-01-01 14:57:30,20.1,47,1488,42,1015.6
2025-01-01 15:02:30,19.9,47,1441,42,1015.6
2025-01-01 15:07:30,19.8,47,1423,42,1015.5
2025-01-01 15:12:30,19.6,48,1418,42,1015.5
2025-01-01 15:17:30,19.5,48,1420,42,1015.4
2025-01-01 15:22:30,19.4,48,1408,42,1015.4
2025-01-01 15:27:30,19.3,48,1352,32,1015.4
2025-01-01 15:32:30,19.3,48,1316,32,1015.4
2025-01-01 15:37:30,19.2,48,1314,32,1015.5
2025-01-01 15:42:30,19.2,48,1341,32,1015.4
2025-01-01 15:47:30,19.2,48,1284,32,1015.4
2025-01-01 15:52:30,19.1,48,1259,32,1015.4
2025-01-01 15:57:30,19.1,48,1227,32,1015.4
2025-01-01 16:02:30,19.1,48,1248,32,1015.5
2025-01-01 16:07:30,19.0,48,1247,32,1015.5
2025-01-01 16:12:30,19.0,48,1233,32,1015.5
2025-01-01 16:17:30,18.9,48,1189,33,1015.5
2025-01-01 16:22:30,18.9,48,1192,32,1015.6
2025-01-01 16:27:30,18.8,48,1183,32,1015.6
2025-01-01 16:37:30,18.8,48,1173,32,1015.6
2025-01-01 16:42:30,18.7,48,1158,32,1015.7
2025-01-01 16:47:30,18.7,48,1170,36,1015.7
2025-01-01 16:52:30,18.7,48,1142,44,1015.7
2025-01-01 16:57:30,18.7,48,1170,44,1015.7
2025-01-01 17:02:30,18.7,48,1181,44,1015.8
2025-01-01 17:07:30,18.8,48,1218,44,1015.8
2025-01-01 17:12:30,19.1,48,1218,51,1015.8
2025-01-01 17:17:30,19.4,48,1273,55,1015.8
2025-01-01 17:22:30,19.7,48,1340,53,1015.9
2025-01-01 17:27:30,20.0,48,1365,48,1015.9
2025-01-01 17:32:30,20.2,47,1409,51,1015.9
2025-01-01 17:37:30,20.4,47,1423,53,1015.9
2025-01-01 17:42:30,20.6,47,1424,52,1016.0
2025-01-01 17:47:30,20.7,47,1419,49,1016.1
2025-01-01 17:52:30,20.8,47,1347,42,1016.2
2025-01-01 17:57:30,20.9,46,1320,42,1016.2
2025-01-01 18:02:30,21.0,46,1247,46,1016.2
2025-01-01 18:12:30,21.1,46,1236,56,1016.2
2025-01-01 18:17:30,21.1,46,1307,56,1016.2
2025-01-01 18:22:30,21.2,46,1308,60,1016.2
2025-01-01 18:27:30,21.3,46,1343,62,1016.2
2025-01-01 18:32:30,21.3,46,1405,63,1016.3
2025-01-01 18:37:30,21.4,47,1433,59,1016.3
2025-01-01 18:42:30,21.5,47,1457,64,1016.3
2025-01-01 18:47:30,21.5,47,1523,66,1016.4
2025-01-01 18:52:30,21.5,47,1560,64,1016.5
2025-01-01 18:57:30,21.4,47,1577,59,1016.5
2025-01-01 19:02:30,21.4,47,1620,61,1016.5
2025-01-01 19:07:30,21.3,48,1624,58,1016.5
2025-01-01 19:12:30,21.3,48,1650,58,1016.6
2025-01-01 19:17:30,21.2,48,1680,61,1016.5
2025-01-01 19:22:30,21.1,48,1683,62,1016.5
2025-01-01 19:27:30,21.0,48,1722,63,1016.6
2025-01-01 19:32:30,20.9,48,1750,60,1016.6
2025-01-01 19:37:30,20.8,48,1762,59,1016.6
2025-01-01 19:42:30,20.7,48,1798,58,1016.7
2025-01-01 19:47:30,20.6,49,1810,60,1016.7
2025-01-01 19:52:30,20.6,49,1826,58,1016.7
2025-01-01 19:57:30,20.5,49,1800,58,1016.7
2025-01-01 20:02:30,20.4,49,1822,57,1016.7
2025-01-01 20:07:30,20.4,49,1868,44,1016.7
2025-01-01 20:12:30,20.3,49,1821,38,1016.7
2025-01-01 20:17:30,20.2,49,1792,33,1016.7
2025-01-01 20:22:30,20.1,49,1774,32,1016.7
2025-01-01 20:27:30,20.0,49,1773,33,1016.6
2025-01-01 20:32:30,19.9,49,1759,33,1016.6
2025-01-01 20:37:30,19.8,49,1759,32,1016.6
2025-01-01 20:42:30,19.7,49,1740,32,1016.6
2025-01-01 20:47:30,19.7,50,1728,32,1016.6
2025-01-01 20:57:30,19.6,50,1727,32,1016.6
2025-01-01 21:02:30,19.6,50,1715,32,1016.6
2025-01-01 21:07:30,19.5,50,1712,32,1016.6
2025-01-01 21:12:30,19.5,50,1730,32,1016.5
2025-01-01 21:17:30,19.4,50,1667,32,1016.5
2025-01-01 21:22:30,19.4,50,1717,41,1016.5
2025-01-01 21:27:30,19.3,50,1699,46,1016.5
2025-01-01 21:32:30,19.3,50,1710,45,1016.5
2025-01-01 21:37:30,19.2,50,1707,45,1016.5
2025-01-01 21:42:30,19.2,50,1710,45,1016.5
2025-01-01 21:47:30,19.2,50,1667,45,1016.4
2025-01-01 21:52:30,19.1,50,1705,45,1016.4
2025-01-01 21:57:30,19.1,50,1666,45,1016.3
2025-01-01 22:02:30,19.1,50,1710,45,1016.3
2025-01-01 22:07:30,19.1,50,1669,45,1016.4
2025-01-01 22:12:30,19.0,50,1666,45,1016.4
2025-01-01 22:17:30,19.0,50,1665,45,1016.3
2025-01-01 22:22:30,19.0,50,1653,44,1016.3
2025-01-01 22:27:30,19.0,50,1684,35,1016.2
2025-01-01 22:32:30,19.0,50,1672,32,1016.2
2025-01-01 22:37:30,19.0,50,1690,32,1016.2
2025-01-01 22:42:30,18.9,50,1662,32,1016.2
2025-01-01 22:47:30,18.9,50,1671,32,1016.1
2025-01-01 22:52:30,18.9,50,1698,32,1016.0
2025-01-01 22:57:30,18.9,50,1656,32,1016.0
2025-01-01 23:02:30,18.9,51,1665,32,1015.9
