timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,stable_cold-20267530-23eb45715419,3,ml,3.9643,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.987
2026-01-01T00:01:00+00:00,60.0,stable_cold-20267530-23eb45715419,3,ml,4.0366,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.97399999999999
2026-01-01T00:02:00+00:00,120.0,stable_cold-20267530-23eb45715419,3,ml,3.9802,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.96099999999998
2026-01-01T00:03:00+00:00,180.0,stable_cold-20267530-23eb45715419,3,ml,3.9877,True,MODEL_FAULT,0.0,MODEL_FAULT,30.0,60.0,True,interval due,0.0,invalid feature fallback,99.94799999999998
2026-01-01T00:04:00+00:00,240.0,stable_cold-20267530-23eb45715419,3,ml,3.9053,True,STABLE,0.008507933801612065,STABLE,60.0,300.0,False,not due,13.667916999111185,ok,99.94499999999998
2026-01-01T00:05:00+00:00,300.0,stable_cold-20267530-23eb45715419,3,ml,4.0758,True,STABLE,0.017205797776932708,STABLE,60.0,300.0,False,not due,0.9291669994127005,ok,99.94199999999998
2026-01-01T00:06:00+00:00,360.0,stable_cold-20267530-23eb45715419,3,ml,4.0004,True,STABLE,0.017476985068093972,STABLE,60.0,300.0,False,not due,0.8292079983220901,ok,99.93899999999998
2026-01-01T00:07:00+00:00,420.0,stable_cold-20267530-23eb45715419,3,ml,4.0342,True,STABLE,0.02079346921786791,STABLE,60.0,300.0,False,not due,0.8067920007306384,ok,99.93599999999998
2026-01-01T00:08:00+00:00,480.0,stable_cold-20267530-23eb45715419,3,ml,3.9827,True,STABLE,0.0174339814916473,STABLE,60.0,300.0,True,interval due,0.7328329993470106,ok,99.92299999999997
2026-01-01T00:09:00+00:00,540.0,stable_cold-20267530-23eb45715419,3,ml,3.8884,True,STABLE,0.008253512659956223,STABLE,60.0,300.0,False,not due,0.7936250003695022,ok,99.91999999999997
2026-01-01T00:10:00+00:00,600.0,stable_cold-20267530-23eb45715419,3,ml,3.9673,True,STABLE,0.009999070602751965,STABLE,60.0,300.0,False,not due,0.8603749993199017,ok,99.91699999999997
2026-01-01T00:11:00+00:00,660.0,stable_cold-20267530-23eb45715419,3,ml,3.9815,True,STABLE,0.011232914659493182,STABLE,60.0,300.0,False,not due,1.3485830004356103,ok,99.91399999999997
2026-01-01T00:12:00+00:00,720.0,stable_cold-20267530-23eb45715419,3,ml,3.9654,True,STABLE,0.012033756501856657,STABLE,60.0,300.0,False,not due,0.9469579999858979,ok,99.91099999999997
2026-01-01T00:13:00+00:00,780.0,stable_cold-20267530-23eb45715419,3,ml,3.9431,True,STABLE,0.012474201811334289,STABLE,60.0,300.0,True,interval due,0.8742500012886012,ok,99.89799999999997
