event,timestamp_seconds,retry_count,delivery_latency_seconds
delivered,0.0,0,1.01184954551917
delivered,60.0,0,0.8061467638880409
delivered,120.0,0,1.3451411511797295
delivered,180.0,0,1.1024430841696993
delivered,300.0,0,0.7476911633287947
delivered,420.0,0,1.0071944827969848
dropped,540.0,0,
delivered,545.0,1,0.7635897181341783
delivered,660.0,0,0.9753626251687967
delivered,780.0,0,1.0951336583475104
delivered,900.0,0,0.5631752993476213
delivered,1020.0,0,1.0857583627578489
delivered,1140.0,0,1.0875947416477065
delivered,1260.0,0,0.726213054606073
delivered,1380.0,0,0.7258746348669226
delivered,1500.0,0,1.1932531428510156
delivered,1620.0,0,0.9459727772326281
delivered,1740.0,0,0.7509765919907595
delivered,1860.0,0,0.8887255244125871
delivered,1980.0,0,0.9641053822554183
delivered,2100.0,0,0.7287369820523111
delivered,2220.0,0,0.925296937538668
delivered,2340.0,0,1.2520628081233676
delivered,2460.0,0,1.1030609955576514
delivered,2580.0,0,0.5319257788149103
delivered,2700.0,0,1.0150560381384228
delivered,2820.0,0,1.3657571210117587
delivered,2940.0,0,0.8606078108090286
delivered,3060.0,0,0.9943212193649776
delivered,3180.0,0,1.2927946460586455
delivered,3300.0,0,1.0667908381528668
delivered,3420.0,0,0.886590184332616
delivered,3540.0,0,1.3796061422558699
delivered,3660.0,0,0.6973424285115395
delivered,3780.0,0,1.1459418294624417
delivered,3900.0,0,0.9693387927798753
delivered,4020.0,0,0.7461084991594752
delivered,4140.0,0,0.5795615820864676
delivered,4260.0,0,0.5984948005613591
delivered,4380.0,0,0.6445009615282826
delivered,4500.0,0,0.5268084248159387
dropped,4620.0,0,
dropped,4625.0,1,
delivered,4630.0,2,0.5637405908127331
delivered,4740.0,0,0.7703378130105837
delivered,4860.0,0,1.1662231820843036
delivered,5460.0,0,0.6608846891093789
delivered,6060.0,0,1.0646373800064162
delivered,6660.0,0,1.4799635831265965
