node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
3,0,0.0,1.01184954551917,1.01184954551917,4,0.0,True,0,
3,1,60.0,60.80614676388804,0.8061467638880373,4,0.0,True,0,
3,2,120.0,121.34514115117973,1.3451411511797318,4,0.0,True,0,
3,3,180.0,181.1024430841697,1.1024430841696926,4,0.0,True,0,
3,4,300.0,300.7476911633288,0.7476911633287955,1,0.06,True,0,
3,5,420.0,421.007194482797,1.00719448279699,1,0.05,True,0,
3,6,540.0,545.7635897181342,5.763589718134199,1,0.02,True,0,
3,7,660.0,660.9753626251688,0.9753626251688274,1,0.08,True,0,
3,8,780.0,781.0951336583475,1.0951336583475495,1,0.15,True,0,
3,9,900.0,900.5631752993477,0.5631752993476766,1,0.14,True,0,
3,10,1020.0,1021.0857583627578,1.0857583627578151,1,0.09,True,0,
3,11,1140.0,1141.0875947416478,1.087594741647763,1,0.1,True,0,
3,12,1260.0,1260.726213054606,0.726213054605978,1,0.14,True,0,
3,13,1380.0,1380.7258746348668,0.725874634866841,1,0.15,True,0,
3,14,1500.0,1501.193253142851,1.1932531428510629,1,0.14,True,0,
3,15,1620.0,1620.9459727772326,0.945972777232555,1,0.08,True,0,
3,16,1740.0,1740.7509765919908,0.7509765919908205,1,0.17,True,0,
3,17,1860.0,1860.8887255244126,0.8887255244126209,1,0.15,True,0,
3,18,1980.0,1980.9641053822554,0.9641053822554113,1,0.15,True,0,
3,19,2100.0,2100.7287369820524,0.7287369820523963,1,0.17,True,0,
3,20,2220.0,2220.925296937539,0.9252969375388602,1,0.18,True,0,
3,21,2340.0,2341.2520628081234,1.2520628081233554,1,0.19,True,0,
3,22,2460.0,2461.103060995558,1.1030609955578257,1,0.22,True,0,
3,23,2580.0,2580.531925778815,0.5319257788150935,1,0.23,True,0,
3,24,2700.0,2701.0150560381385,1.015056038138482,1,0.13,True,0,
3,25,2820.0,2821.365757121012,1.3657571210119386,1,0.19,True,0,
3,26,2940.0,2940.860607810809,0.8606078108091424,1,0.26,True,0,
3,27,3060.0,3060.994321219365,0.9943212193647923,1,0.15,True,0,
3,28,3180.0,3181.2927946460586,1.29279464605861,1,0.27,True,0,
3,29,3300.0,3301.066790838153,1.0667908381528832,1,0.31,True,0,
3,30,3420.0,3420.886590184333,0.8865901843328174,1,0.24,True,0,
3,31,3540.0,3541.379606142256,1.3796061422558523,1,0.21,True,0,
3,32,3660.0,3660.6973424285115,0.697342428511547,1,0.22,True,0,
3,33,3780.0,3781.1459418294626,1.145941829462572,1,0.29,True,0,
3,34,3900.0,3900.96933879278,0.9693387927800359,1,0.24,True,0,
3,35,4020.0,4020.7461084991596,0.7461084991596181,1,0.27,True,0,
3,36,4140.0,4140.579561582086,0.5795615820861713,1,0.23,True,0,
3,37,4260.0,4260.598494800562,0.5984948005616388,1,0.4,True,0,
3,38,4380.0,4380.644500961528,0.6445009615281379,1,0.42,True,0,
3,39,4500.0,4500.5268084248155,0.5268084248154992,1,0.25,True,0,
3,40,4620.0,4630.563740590813,10.563740590812813,1,0.28,True,0,
3,41,4740.0,4740.770337813011,0.7703378130108831,1,0.34,True,0,
3,42,4860.0,4861.166223182085,1.16622318208465,1,0.23,True,0,
3,43,5460.0,5460.6608846891095,0.66088468910948,2,0.53,True,0,
3,44,6060.0,6061.064637380006,1.0646373800063884,2,0.64,True,0,
3,45,6660.0,6661.479963583127,1.479963583126846,2,0.46,True,0,
