event,timestamp_seconds,retry_count,delivery_latency_seconds
delivered,0.0,0,1.01184954551917
delivered,300.0,0,0.8061467638880409
delivered,600.0,0,1.3451411511797295
delivered,900.0,0,1.1024430841696993
delivered,1200.0,0,0.7476911633287947
delivered,1500.0,0,1.0071944827969848
dropped,1800.0,0,
delivered,1805.0,1,0.7635897181341783
delivered,2100.0,0,0.9753626251687967
delivered,2400.0,0,1.0951336583475104
delivered,2700.0,0,0.5631752993476213
delivered,3000.0,0,1.0857583627578489
delivered,3300.0,0,1.0875947416477065
delivered,3600.0,0,0.726213054606073
delivered,3900.0,0,0.7258746348669226
delivered,4200.0,0,1.1932531428510156
delivered,4500.0,0,0.9459727772326281
delivered,4800.0,0,0.7509765919907595
delivered,4920.0,0,0.8887255244125871
delivered,4980.0,0,0.9641053822554183
delivered,5040.0,0,0.7287369820523111
delivered,5100.0,0,0.925296937538668
delivered,5160.0,0,1.2520628081233676
delivered,5220.0,0,1.1030609955576514
delivered,5280.0,0,0.5319257788149103
delivered,5340.0,0,1.0150560381384228
delivered,5400.0,0,1.3657571210117587
delivered,5460.0,0,0.8606078108090286
delivered,5520.0,0,0.9943212193649776
delivered,5580.0,0,1.2927946460586455
delivered,5640.0,0,1.0667908381528668
delivered,5700.0,0,0.886590184332616
delivered,5760.0,0,1.3796061422558699
delivered,5820.0,0,0.6973424285115395
delivered,5880.0,0,1.1459418294624417
delivered,5940.0,0,0.9693387927798753
delivered,6000.0,0,0.7461084991594752
delivered,6060.0,0,0.5795615820864676
delivered,6120.0,0,0.5984948005613591
delivered,6180.0,0,0.6445009615282826
delivered,6240.0,0,0.5268084248159387
dropped,6300.0,0,
dropped,6305.0,1,
delivered,6310.0,2,0.5637405908127331
delivered,6360.0,0,0.7703378130105837
delivered,6420.0,0,1.1662231820843036
delivered,6480.0,0,0.6608846891093789
delivered,6540.0,0,1.0646373800064162
delivered,6600.0,0,1.4799635831265965
delivered,6660.0,0,1.4718952443551971
delivered,6720.0,0,1.4059329942691292
delivered,6780.0,0,0.8047054821342601
delivered,6840.0,0,1.4432978640582879
delivered,6900.0,0,1.225627116740937
delivered,6960.0,0,0.8336403113963231
delivered,7020.0,0,0.5744550360970513
delivered,7080.0,0,1.0468799203200696
delayed,7140.0,0,
delivered,7140.0,0,2.5238668970074754
delivered,7200.0,0,0.916695262403733
