node_id,sequence_number,timestamp_seconds,delivery_time_seconds,packet_latency_seconds,predicted_state_code,risk_probability,sensor_valid,fault_flags,sequence_issues
3,0,0.0,1.01184954551917,1.01184954551917,4,0.0,True,0,
3,1,60.0,60.80614676388804,0.8061467638880373,4,0.0,True,0,
3,2,120.0,121.34514115117973,1.3451411511797318,4,0.0,True,0,
3,3,180.0,181.1024430841697,1.1024430841696926,4,0.0,True,0,
3,4,480.0,480.7476911633288,0.7476911633287955,0,0.0,True,0,
3,5,780.0,781.007194482797,1.00719448279699,0,0.0,True,0,
3,6,1080.0,1085.7635897181342,5.763589718134199,0,0.0,True,0,
3,7,1260.0,1260.9753626251688,0.9753626251688274,1,0.01,True,0,
3,8,1320.0,1321.0951336583475,1.0951336583475495,1,0.01,True,0,
3,9,1380.0,1380.5631752993477,0.5631752993476766,1,0.01,True,0,
3,10,1440.0,1441.0857583627578,1.0857583627578151,1,0.01,True,0,
3,11,1500.0,1501.0875947416478,1.087594741647763,1,0.01,True,0,
3,12,1560.0,1560.726213054606,0.726213054605978,1,0.01,True,0,
3,13,1620.0,1620.7258746348668,0.725874634866841,1,0.01,True,0,
3,14,1680.0,1681.193253142851,1.1932531428510629,1,0.01,True,0,
3,15,1740.0,1740.9459727772326,0.945972777232555,1,0.01,True,0,
3,16,1800.0,1800.7509765919908,0.7509765919908205,1,0.01,True,0,
3,17,1860.0,1860.8887255244126,0.8887255244126209,1,0.01,True,0,
3,18,1920.0,1920.9641053822554,0.9641053822554113,1,0.01,True,0,
3,19,1980.0,1980.7287369820524,0.7287369820523963,1,0.01,True,0,
3,20,2040.0,2040.9252969375386,0.9252969375386328,1,0.01,True,0,
3,21,2100.0,2101.2520628081234,1.2520628081233554,1,0.01,True,0,
3,22,2160.0,2161.103060995558,1.1030609955578257,1,0.01,True,0,
3,23,2220.0,2220.531925778815,0.5319257788150935,1,0.01,True,0,
3,24,2280.0,2281.0150560381385,1.015056038138482,1,0.01,True,0,
3,25,2340.0,2341.365757121012,1.3657571210119386,1,0.01,True,0,
3,26,2400.0,2400.860607810809,0.8606078108091424,1,0.01,True,0,
3,27,2460.0,2460.994321219365,0.9943212193647923,1,0.01,True,0,
3,28,2520.0,2521.2927946460586,1.29279464605861,1,0.01,True,0,
3,29,2580.0,2581.066790838153,1.0667908381528832,1,0.01,True,0,
3,30,2640.0,2640.886590184333,0.8865901843328174,1,0.01,True,0,
3,31,2700.0,2701.379606142256,1.3796061422558523,1,0.01,True,0,
3,32,2760.0,2760.6973424285115,0.697342428511547,1,0.01,True,0,
3,33,2820.0,2821.1459418294626,1.145941829462572,1,0.01,True,0,
3,34,2880.0,2880.96933879278,0.9693387927800359,1,0.01,True,0,
3,35,2940.0,2940.7461084991596,0.7461084991596181,1,0.01,True,0,
3,36,3000.0,3000.5795615820866,0.579561582086626,1,0.01,True,0,
3,37,3060.0,3060.598494800561,0.5984948005611841,1,0.01,True,0,
3,38,3120.0,3120.644500961528,0.6445009615281379,1,0.01,True,0,
3,39,3180.0,3180.526808424816,0.5268084248159539,1,0.01,True,0,
3,40,3240.0,3250.563740590813,10.563740590812813,1,0.01,True,0,
3,41,3300.0,3300.7703378130104,0.7703378130104284,1,0.01,True,0,
3,42,3360.0,3361.166223182084,1.1662231820841953,1,0.01,True,0,
3,43,3420.0,3420.6608846891095,0.66088468910948,1,0.01,True,0,
3,44,3480.0,3481.0646373800064,1.0646373800063884,1,0.01,True,0,
3,45,3540.0,3541.4799635831264,1.4799635831263913,1,0.01,True,0,
3,46,3600.0,3601.471895244355,1.4718952443549824,1,0.01,True,0,
3,47,3660.0,3661.4059329942693,1.4059329942692784,1,0.01,True,0,
3,48,3720.0,3720.804705482134,0.804705482134068,1,0.01,True,0,
3,49,3780.0,3781.4432978640584,1.4432978640584224,1,0.01,True,0,
3,50,3840.0,3841.2256271167407,1.2256271167407249,1,0.01,True,0,
3,51,3900.0,3900.8336403113963,0.833640311396266,1,0.01,True,0,
3,52,3960.0,3960.574455036097,0.5744550360968788,1,0.01,True,0,
3,53,4020.0,4021.04687992032,1.0468799203199524,1,0.01,True,0,
3,54,4080.0,4082.5238668970073,2.5238668970073377,1,0.01,True,0,
3,55,4140.0,4140.916695262404,0.916695262403664,1,0.01,True,0,
3,56,4200.0,4201.201228693538,1.2012286935378143,1,0.01,True,0,
3,57,4260.0,4260.93305608847,0.933056088470039,1,0.01,True,0,
3,58,4320.0,4322.638457039881,2.6384570398813594,2,0.96,True,0,
3,59,4380.0,4383.030810271318,3.0308102713179323,2,0.99,True,0,
3,60,4440.0,4441.366627519231,1.3666275192308603,2,0.96,True,0,
3,61,4500.0,4500.609757445504,0.6097574455043286,2,0.99,True,0,
3,62,4560.0,4561.129589537896,1.1295895378962086,2,0.96,True,0,
3,63,4620.0,4620.872534031655,0.8725340316550501,2,0.96,True,0,
3,64,4680.0,4681.101359156425,1.1013591564251328,2,0.96,True,0,
3,65,4740.0,4741.216769074545,1.2167690745445725,2,0.96,True,0,
3,66,4800.0,4801.017306120875,1.0173061208752188,2,0.96,True,0,
3,67,4860.0,4861.449089788574,1.4490897885743834,2,0.96,True,0,
3,68,4920.0,4920.796877830222,0.7968778302220016,2,0.96,True,0,
3,69,4980.0,4981.149421477302,1.1494214773019849,2,0.96,True,0,
3,70,5040.0,5040.766624836543,0.7666248365430874,2,0.96,True,0,
3,71,5100.0,5100.673331638435,0.6733316384352293,2,0.96,True,0,
3,72,5160.0,5160.935157576105,0.935157576104757,2,0.96,True,0,
3,73,5220.0,5220.819401813212,0.819401813211698,2,0.96,True,0,
3,74,5280.0,5280.690202206982,0.6902022069816667,2,0.96,True,0,
3,75,5340.0,5341.31116319094,1.3111631909396237,2,0.96,True,0,
3,76,5400.0,5400.818172599968,0.8181725999684204,2,0.99,True,0,
3,77,5460.0,5461.476861141527,1.4768611415265696,2,0.99,True,0,
3,78,5520.0,5521.088958606393,1.0889586063931347,2,0.99,True,0,
3,79,5580.0,5591.49381450357,11.49381450357032,2,0.99,True,0,
3,80,5640.0,5640.625226053822,0.625226053822189,2,0.99,True,0,
3,81,5700.0,5701.235659337387,1.2356593373870055,2,0.99,True,0,
3,82,5760.0,5762.826073116036,2.826073116036241,2,0.99,True,0,
3,83,5820.0,5821.485805447811,1.4858054478108897,2,0.99,True,0,
3,84,5880.0,5880.803484628475,0.8034846284754167,2,0.99,True,0,
3,85,5940.0,5940.93104155704,0.9310415570398618,2,0.99,True,0,
3,86,6000.0,6005.897396657654,5.897396657654099,2,0.99,True,0,
3,87,6060.0,6061.125430854122,1.125430854121987,2,0.99,True,0,
3,88,6120.0,6121.493804534195,1.4938045341950783,2,0.99,True,0,
3,89,6180.0,6180.859293379558,0.8592933795580393,2,0.99,True,0,
3,90,6240.0,6240.585862015117,0.5858620151166178,2,0.99,True,0,
3,91,6300.0,6301.0765266788485,1.076526678848495,2,0.99,True,0,
3,92,6360.0,6361.083960689609,1.0839606896088299,2,0.99,True,0,
3,93,6420.0,6420.720796241518,0.7207962415177462,2,0.99,True,0,
3,94,6480.0,6481.134892980866,1.1348929808664252,2,0.99,True,0,
3,95,6540.0,6540.604830243088,0.6048302430881449,2,0.99,True,0,
3,96,6600.0,6600.744735999976,0.744735999976001,2,0.99,True,0,
3,97,6660.0,6660.63867073659,0.6386707365900293,2,0.99,True,0,
3,98,6720.0,6720.877548440746,0.8775484407460681,2,0.99,True,0,
3,99,6780.0,6790.74254123369,10.742541233689735,2,0.99,True,0,
3,100,6840.0,6841.234573056862,1.2345730568622457,2,0.99,True,0,
3,101,6900.0,6900.801671324103,0.8016713241031539,2,0.99,True,0,
3,102,6960.0,6961.34320619637,1.3432061963703745,2,0.99,True,0,
3,103,7020.0,7021.0573691938935,1.0573691938934644,2,0.99,True,0,
3,104,7080.0,7081.452805825997,1.4528058259966201,2,0.99,True,0,
3,105,7140.0,7141.135378251972,1.1353782519718152,2,0.99,True,0,
3,106,7200.0,7201.281344821366,1.2813448213655647,2,0.99,True,0,
