event,timestamp_seconds,retry_count,delivery_latency_seconds
delivered,0.0,0,1.01184954551917
delivered,60.0,0,0.8061467638880409
delivered,120.0,0,1.3451411511797295
delivered,180.0,0,1.1024430841696993
delivered,480.0,0,0.7476911633287947
delivered,780.0,0,1.0071944827969848
dropped,1080.0,0,
delivered,1085.0,1,0.7635897181341783
delivered,1260.0,0,0.9753626251687967
delivered,1320.0,0,1.0951336583475104
delivered,1380.0,0,0.5631752993476213
delivered,1440.0,0,1.0857583627578489
delivered,1500.0,0,1.0875947416477065
delivered,1560.0,0,0.726213054606073
delivered,1620.0,0,0.7258746348669226
delivered,1680.0,0,1.1932531428510156
delivered,1740.0,0,0.9459727772326281
delivered,1800.0,0,0.7509765919907595
delivered,1860.0,0,0.8887255244125871
delivered,1920.0,0,0.9641053822554183
delivered,1980.0,0,0.7287369820523111
delivered,2040.0,0,0.925296937538668
delivered,2100.0,0,1.2520628081233676
delivered,2160.0,0,1.1030609955576514
delivered,2220.0,0,0.5319257788149103
delivered,2280.0,0,1.0150560381384228
delivered,2340.0,0,1.3657571210117587
delivered,2400.0,0,0.8606078108090286
delivered,2460.0,0,0.9943212193649776
delivered,2520.0,0,1.2927946460586455
delivered,2580.0,0,1.0667908381528668
delivered,2640.0,0,0.886590184332616
delivered,2700.0,0,1.3796061422558699
delivered,2760.0,0,0.6973424285115395
delivered,2820.0,0,1.1459418294624417
delivered,2880.0,0,0.9693387927798753
delivered,2940.0,0,0.7461084991594752
delivered,3000.0,0,0.5795615820864676
delivered,3060.0,0,0.5984948005613591
delivered,3120.0,0,0.6445009615282826
delivered,3180.0,0,0.5268084248159387
dropped,3240.0,0,
dropped,3245.0,1,
delivered,3250.0,2,0.5637405908127331
delivered,3300.0,0,0.7703378130105837
delivered,3360.0,0,1.1662231820843036
delivered,3420.0,0,0.6608846891093789
delivered,3480.0,0,1.0646373800064162
delivered,3540.0,0,1.4799635831265965
delivered,3600.0,0,1.4718952443551971
delivered,3660.0,0,1.4059329942691292
delivered,3720.0,0,0.8047054821342601
delivered,3780.0,0,1.4432978640582879
delivered,3840.0,0,1.225627116740937
delivered,3900.0,0,0.8336403113963231
delivered,3960.0,0,0.5744550360970513
delivered,4020.0,0,1.0468799203200696
delayed,4080.0,0,
delivered,4080.0,0,2.5238668970074754
delivered,4140.0,0,0.916695262403733
delivered,4200.0,0,1.2012286935375316
delivered,4260.0,0,0.9330560884696792
delayed,4320.0,0,
delivered,4320.0,0,2.6384570398810028
delayed,4380.0,0,
delivered,4380.0,0,3.030810271318035
delivered,4440.0,0,1.3666275192308375
delivered,4500.0,0,0.6097574455045283
delivered,4560.0,0,1.129589537895767
delivered,4620.0,0,0.872534031655254
delivered,4680.0,0,1.1013591564248806
delivered,4740.0,0,1.2167690745441557
delivered,4800.0,0,1.017306120875582
delivered,4860.0,0,1.4490897885746463
delivered,4920.0,0,0.796877830222068
delivered,4980.0,0,1.149421477301791
delivered,5040.0,0,0.7666248365430163
delivered,5100.0,0,0.6733316384348228
delivered,5160.0,0,0.9351575761049157
delivered,5220.0,0,0.8194018132120897
delivered,5280.0,0,0.6902022069813611
delivered,5340.0,0,1.3111631909394181
delivered,5400.0,0,0.8181725999683259
delivered,5460.0,0,1.4768611415266264
delivered,5520.0,0,1.0889586063928864
dropped,5580.0,0,
dropped,5585.0,1,
delivered,5590.0,2,1.4938145035700305
delivered,5640.0,0,0.6252260538225685
delivered,5700.0,0,1.2356593373869134
delayed,5760.0,0,
delivered,5760.0,0,2.826073116036007
delivered,5820.0,0,1.4858054478111233
delivered,5880.0,0,0.8034846284753882
delivered,5940.0,0,0.9310415570403101
dropped,6000.0,0,
delivered,6005.0,1,0.8973966576538189
delivered,6060.0,0,1.1254308541216564
delivered,6120.0,0,1.4938045341954875
delivered,6180.0,0,0.8592933795580437
delivered,6240.0,0,0.5858620151161837
delivered,6300.0,0,1.0765266788481676
delivered,6360.0,0,1.0839606896092833
delivered,6420.0,0,0.7207962415174278
delivered,6480.0,0,1.1348929808663555
delivered,6540.0,0,0.6048302430879864
delivered,6600.0,0,0.7447359999764392
delivered,6660.0,0,0.6386707365896248
delivered,6720.0,0,0.8775484407457843
dropped,6780.0,0,
dropped,6785.0,1,
delivered,6790.0,2,0.7425412336900586
delivered,6840.0,0,1.2345730568620192
delivered,6900.0,0,0.8016713241031668
delivered,6960.0,0,1.3432061963703736
delivered,7020.0,0,1.0573691938938166
delivered,7080.0,0,1.45280582599664
delivered,7140.0,0,1.1353782519715643
delivered,7200.0,0,1.281344821365739
