timestamp,run_id,scenario,random_seed,thermal_state,thermal_state_code,will_cross_upper_5m,will_cross_lower_5m,will_excursion_5m,label_available_5m,will_cross_upper_10m,will_cross_lower_10m,will_excursion_10m,label_available_10m,will_cross_upper_15m,will_cross_lower_15m,will_excursion_15m,label_available_15m,current_temperature,previous_temperature,temperature_difference,temperature_slope,temperature_acceleration,distance_from_upper_limit,distance_from_lower_limit,distance_from_nearest_limit,sensor_currently_valid,time_since_previous_valid_sample,rolling_mean_5,rolling_standard_deviation_5,rolling_minimum_5,rolling_maximum_5,rolling_range_5,sample_count_5,valid_sample_count_5,valid_ratio_5,maximum_gap_seconds_5,temperature_slope_ls_5,rolling_mean_10,rolling_standard_deviation_10,rolling_minimum_10,rolling_maximum_10,rolling_range_10,sample_count_10,valid_sample_count_10,valid_ratio_10,maximum_gap_seconds_10,temperature_slope_ls_10,rolling_mean_20,rolling_standard_deviation_20,rolling_minimum_20,rolling_maximum_20,rolling_range_20,sample_count_20,valid_sample_count_20,valid_ratio_20,maximum_gap_seconds_20,temperature_slope_ls_20,feature_valid,feature_invalid_reason
2026-01-01T00:00:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,22.0644,,,,,-14.0644,20.0644,14.0644,True,,22.0644,0.0,22.0644,22.0644,0.0,1,1,1.0,0.0,,22.0644,0.0,22.0644,22.0644,0.0,1,1,1.0,0.0,,22.0644,0.0,22.0644,22.0644,0.0,1,1,1.0,0.0,,False,insufficient history
2026-01-01T00:01:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,21.4244,22.0644,-0.6400000000000006,-0.010666666666666677,,-13.424399999999999,19.4244,13.424399999999999,True,60.0,21.7444,0.3200000000000003,21.4244,22.0644,0.6400000000000006,2,2,1.0,60.0,-0.010666666666666677,21.7444,0.3200000000000003,21.4244,22.0644,0.6400000000000006,2,2,1.0,60.0,-0.010666666666666677,21.7444,0.3200000000000003,21.4244,22.0644,0.6400000000000006,2,2,1.0,60.0,-0.010666666666666677,False,insufficient history
2026-01-01T00:02:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,20.9862,21.4244,-0.43819999999999837,-0.007303333333333306,5.605555555555618e-05,-12.9862,18.9862,12.9862,True,60.0,21.491666666666664,0.44273574762178647,20.9862,22.0644,1.078199999999999,3,3,1.0,60.0,-0.008984999999999991,21.491666666666664,0.44273574762178647,20.9862,22.0644,1.078199999999999,3,3,1.0,60.0,-0.008984999999999991,21.491666666666664,0.44273574762178647,20.9862,22.0644,1.078199999999999,3,3,1.0,60.0,-0.008984999999999991,False,insufficient history
2026-01-01T00:03:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,20.5162,20.9862,-0.46999999999999886,-0.007833333333333314,-8.833333333333464e-06,-12.516200000000001,18.5162,12.516200000000001,True,60.0,21.247799999999998,0.5704595165303142,20.5162,22.0644,1.5481999999999978,4,4,1.0,60.0,-0.00847133333333332,21.247799999999998,0.5704595165303142,20.5162,22.0644,1.5481999999999978,4,4,1.0,60.0,-0.00847133333333332,21.247799999999998,0.5704595165303142,20.5162,22.0644,1.5481999999999978,4,4,1.0,60.0,-0.00847133333333332,False,insufficient history
2026-01-01T00:04:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,20.0333,20.5162,-0.4829000000000008,-0.008048333333333347,-3.583333333333881e-06,-12.0333,18.0333,12.0333,True,60.0,21.0049,0.7045146471153035,20.0333,22.0644,2.0310999999999986,5,5,1.0,60.0,-0.008283999999999991,21.0049,0.7045146471153035,20.0333,22.0644,2.0310999999999986,5,5,1.0,60.0,-0.008283999999999991,21.0049,0.7045146471153035,20.0333,22.0644,2.0310999999999986,5,5,1.0,60.0,-0.008283999999999991,True,
2026-01-01T00:05:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,19.8434,20.0333,-0.1899000000000015,-0.003165000000000025,8.138888888888868e-05,-11.843399999999999,17.8434,11.843399999999999,True,60.0,20.560700000000004,0.586801199726111,19.8434,21.4244,1.5809999999999995,5,5,1.0,60.0,-0.006858166666666664,20.811316666666666,0.7752354103037934,19.8434,22.0644,2.221,6,6,1.0,60.0,-0.007499190476190473,20.811316666666666,0.7752354103037934,19.8434,22.0644,2.221,6,6,1.0,60.0,-0.007499190476190473,True,
2026-01-01T00:06:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,19.1468,19.8434,-0.6966000000000001,-0.011610000000000002,-0.00014074999999999963,-11.146799999999999,17.1468,11.146799999999999,True,60.0,20.10518,0.6224662895290035,19.1468,20.9862,1.8394000000000013,5,5,1.0,60.0,-0.007252666666666675,20.57352857142857,0.9243339790887073,19.1468,22.0644,2.9176,7,7,1.0,60.0,-0.007659345238095237,20.57352857142857,0.9243339790887073,19.1468,22.0644,2.9176,7,7,1.0,60.0,-0.007659345238095237,True,
2026-01-01T00:07:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,18.6644,19.1468,-0.4823999999999984,-0.008039999999999973,5.95000000000005e-05,-10.6644,16.6644,10.6644,True,60.0,19.64082,0.6570876848640571,18.6644,20.5162,1.8518000000000008,5,5,1.0,60.0,-0.007650166666666671,20.3348875,1.0706264841641808,18.6644,22.0644,3.3999999999999986,8,8,1.0,60.0,-0.007757797619047618,20.3348875,1.0706264841641808,18.6644,22.0644,3.3999999999999986,8,8,1.0,60.0,-0.007757797619047618,True,
2026-01-01T00:08:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,18.2812,18.6644,-0.3832000000000022,-0.006386666666666704,2.755555555555448e-05,-10.281199999999998,16.2812,10.281199999999998,True,60.0,19.19382,0.669634606035268,18.2812,20.0333,1.7521000000000022,5,5,1.0,60.0,-0.007805333333333339,20.1067,1.1980973379117064,18.2812,22.0644,3.783200000000001,9,9,1.0,60.0,-0.007712333333333333,20.1067,1.1980973379117064,18.2812,22.0644,3.783200000000001,9,9,1.0,60.0,-0.007712333333333333,True,
2026-01-01T00:09:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,17.7429,18.2812,-0.5382999999999996,-0.008971666666666659,-4.308333333333259e-05,-9.742899999999999,15.742899999999999,9.742899999999999,True,60.0,18.73574,0.7201816815221085,17.7429,19.8434,2.1005000000000003,5,5,1.0,60.0,-0.008444333333333337,19.87032,1.3396914001366165,17.7429,22.0644,4.3215,10,10,1.0,60.0,-0.00775787878787879,19.87032,1.3396914001366165,17.7429,22.0644,4.3215,10,10,1.0,60.0,-0.00775787878787879,True,
2026-01-01T00:10:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,17.5475,17.7429,-0.19539999999999935,-0.003256666666666656,9.525000000000005e-05,-9.5475,15.5475,9.5475,True,60.0,18.276559999999996,0.5872104447300095,17.5475,19.1468,1.5992999999999995,5,5,1.0,60.0,-0.006866833333333335,19.41863,1.2840949194276925,17.5475,21.4244,3.876899999999999,10,10,1.0,60.0,-0.007431666666666668,19.659154545454545,1.4413605910348868,17.5475,22.0644,4.5169,11,11,1.0,60.0,-0.007578121212121214,True,
2026-01-01T00:11:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,17.1952,17.5475,-0.3522999999999996,-0.0058716666666666605,-4.358333333333341e-05,-9.1952,15.1952,9.1952,True,60.0,17.886239999999997,0.5242811863876282,17.1952,18.6644,1.4692000000000007,5,5,1.0,60.0,-0.006120166666666667,18.99571,1.2498364704632425,17.1952,20.9862,3.7910000000000004,10,10,1.0,60.0,-0.007224333333333336,19.453825,1.5388814450356496,17.1952,22.0644,4.869199999999999,12,12,1.0,60.0,-0.0074087820512820516,True,
2026-01-01T00:12:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,16.8301,17.1952,-0.3650999999999982,-0.00608499999999997,-3.5555555555551553e-06,-8.830100000000002,14.830100000000002,8.830100000000002,True,60.0,17.519379999999998,0.49220345955714423,16.8301,18.2812,1.4510999999999967,5,5,1.0,60.0,-0.00574983333333332,18.580099999999998,1.2091902885815853,16.8301,20.5162,3.6860999999999997,10,10,1.0,60.0,-0.006981414141414142,19.252000000000002,1.6354785890939152,16.8301,22.0644,5.2342999999999975,13,13,1.0,60.0,-0.00726279304029304,True,
2026-01-01T00:13:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,16.3832,16.8301,-0.44690000000000296,-0.007448333333333382,-2.2722222222223543e-05,-8.383199999999999,14.383199999999999,8.383199999999999,True,60.0,17.13978,0.4901786833390718,16.3832,17.7429,1.3597000000000001,5,5,1.0,60.0,-0.005727999999999997,18.166800000000002,1.1828410307391344,16.3832,20.0333,3.650100000000002,10,10,1.0,60.0,-0.006827373737373737,19.047085714285714,1.7405751950995763,16.3832,22.0644,5.6812000000000005,14,14,1.0,60.0,-0.0071763296703296715,True,
2026-01-01T00:14:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,16.1208,16.3832,-0.2623999999999995,-0.004373333333333325,5.125000000000095e-05,-8.1208,14.1208,8.1208,True,60.0,16.81536,0.519557606430731,16.1208,17.5475,1.4267000000000003,5,5,1.0,60.0,-0.0061090000000000024,17.775550000000003,1.1472862400029107,16.1208,19.8434,3.7226,10,10,1.0,60.0,-0.0066134848484848486,18.851999999999997,1.8331521064367093,16.1208,22.0644,5.9436,15,15,1.0,60.0,-0.007050053571428571,True,
2026-01-01T00:15:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,15.6742,16.1208,-0.44659999999999833,-0.007443333333333305,-5.1166666666666334e-05,-7.674200000000001,13.6742,7.674200000000001,True,60.0,16.4407,0.531802053399604,15.6742,17.1952,1.520999999999999,5,5,1.0,60.0,-0.006252166666666667,17.358629999999998,1.0753651705816107,15.6742,19.1468,3.472599999999998,10,10,1.0,60.0,-0.006226191919191916,18.6533875,1.934456669802599,15.6742,22.0644,6.390199999999998,16,16,1.0,60.0,-0.006974235294117647,True,
2026-01-01T00:16:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,15.3984,15.6742,-0.27580000000000027,-0.004596666666666671,4.744444444444391e-05,-7.3984000000000005,13.3984,7.3984000000000005,True,60.0,16.08134,0.5070479488175059,15.3984,16.8301,1.431700000000001,5,5,1.0,60.0,-0.005954,16.98379,1.039423010568853,15.3984,18.6644,3.266,10,10,1.0,60.0,-0.006021363636363634,18.461917647058822,2.026960537714856,15.3984,22.0644,6.665999999999999,17,17,1.0,60.0,-0.006875584150326796,True,
2026-01-01T00:17:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,14.9017,15.3984,-0.4967000000000006,-0.008278333333333342,-6.13611111111112e-05,-6.9017,12.9017,6.9017,True,60.0,15.69566,0.5239564470450251,14.9017,16.3832,1.4814999999999987,5,5,1.0,60.0,-0.006142333333333326,16.60752,1.0439760349739917,14.9017,18.2812,3.3794999999999984,10,10,1.0,60.0,-0.0060468282828282805,18.264127777777777,2.1319871804402912,14.9017,22.0644,7.162699999999999,18,18,1.0,60.0,-0.006830964912280702,True,
2026-01-01T00:18:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,14.7064,14.9017,-0.19529999999999959,-0.003254999999999993,8.372222222222248e-05,-6.7064,12.7064,6.7064,True,60.0,15.3603,0.5130778186591703,14.7064,16.1208,1.4143999999999988,5,5,1.0,60.0,-0.006002166666666664,16.250040000000002,1.0214691685998254,14.7064,17.7429,3.0364999999999984,10,10,1.0,60.0,-0.005915474747474746,18.07687894736842,2.2219940623775334,14.7064,22.0644,7.357999999999999,19,19,1.0,60.0,-0.0067425643274853795,True,
2026-01-01T00:19:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,14.3799,14.7064,-0.3265000000000011,-0.005441666666666686,-3.6444444444444876e-05,-6.379899999999999,12.3799,6.379899999999999,True,60.0,15.01212,0.46753001785987947,14.3799,15.6742,1.2943000000000016,5,5,1.0,60.0,-0.005467666666666672,15.913739999999999,1.0281929956968294,14.3799,17.5475,3.1676,10,10,1.0,60.0,-0.005956868686868687,17.89203,2.310759240184926,14.3799,22.0644,7.6845,20,20,1.0,60.0,-0.0066595739348370925,True,
2026-01-01T00:20:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,14.0285,14.3799,-0.35139999999999993,-0.005856666666666665,-6.916666666666327e-06,-6.028499999999999,12.0285,6.028499999999999,True,60.0,14.68298,0.46484712928022287,14.0285,15.3984,1.3699000000000012,5,5,1.0,60.0,-0.005436000000000005,15.56184,1.0108625220078256,14.0285,17.1952,3.1667000000000005,10,10,1.0,60.0,-0.005855434343434345,17.490235000000002,2.24812781582254,14.0285,21.4244,7.395899999999999,20,20,1.0,60.0,-0.00648146992481203,True,
2026-01-01T00:21:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,13.8799,14.0285,-0.14860000000000007,-0.002476666666666668,5.633333333333329e-05,-5.879899999999999,11.8799,5.879899999999999,True,60.0,14.37928,0.3879065681321582,13.8799,14.9017,1.0218000000000007,5,5,1.0,60.0,-0.004535833333333337,15.23031,0.9633465756933083,13.8799,16.8301,2.9502000000000024,10,10,1.0,60.0,-0.005569626262626265,17.11301,2.188520779864799,13.8799,20.9862,7.106300000000001,20,20,1.0,60.0,-0.0063057669172932335,True,
2026-01-01T00:22:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,13.4994,13.8799,-0.3804999999999996,-0.00634166666666666,-6.441666666666655e-05,-5.4994,11.4994,5.4994,True,60.0,14.09882,0.41480950519494225,13.4994,14.7064,1.2070000000000007,5,5,1.0,60.0,-0.004856666666666669,14.897240000000002,0.9277786041939227,13.4994,16.3832,2.883799999999999,10,10,1.0,60.0,-0.005365636363636364,16.73867,2.133617020718581,13.4994,20.5162,7.016800000000002,20,20,1.0,60.0,-0.006146889724310778,True,
2026-01-01T00:23:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,13.2659,13.4994,-0.23349999999999937,-0.003891666666666656,4.08333333333334e-05,-5.2659,11.2659,5.2659,True,60.0,13.81072,0.3924102057797131,13.2659,14.3799,1.113999999999999,5,5,1.0,60.0,-0.004595166666666663,14.58551,0.8993980503092192,13.2659,16.1208,2.854899999999999,10,10,1.0,60.0,-0.0051976060606060605,16.376155,2.0761561584994124,13.2659,20.0333,6.7674,20,20,1.0,60.0,-0.005979652882205514,True,
2026-01-01T00:24:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,13.0176,13.2659,-0.2483000000000004,-0.00413833333333334,-4.1111111111114014e-06,-5.0176,11.0176,5.0176,True,60.0,13.53826,0.3751879667581054,13.0176,14.0285,1.0108999999999995,5,5,1.0,60.0,-0.004392999999999997,14.275189999999998,0.8501417463576447,13.0176,15.6742,2.656600000000001,10,10,1.0,60.0,-0.004917101010101011,16.025370000000002,2.020552742469258,13.0176,19.8434,6.825799999999999,20,20,1.0,60.0,-0.005816902255639097,True,
2026-01-01T00:25:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,12.7946,13.0176,-0.22299999999999898,-0.00371666666666665,7.0277777777781734e-06,-4.794600000000001,10.7946,4.794600000000001,True,60.0,13.291479999999998,0.3773653794402518,12.7946,13.8799,1.0852999999999984,5,5,1.0,60.0,-0.00442066666666666,13.98723,0.8144395644245351,12.7946,15.3984,2.6037999999999997,10,10,1.0,60.0,-0.004708636363636363,15.67293,1.9368648680535367,12.7946,19.1468,6.352199999999998,20,20,1.0,60.0,-0.0055813884711779435,True,
2026-01-01T00:26:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,12.5005,12.7946,-0.29410000000000025,-0.0049016666666666705,-1.9750000000000345e-05,-4.500500000000001,10.5005,4.500500000000001,True,60.0,13.015600000000001,0.34953842135034313,12.5005,13.4994,0.998899999999999,5,5,1.0,60.0,-0.004115166666666662,13.69744,0.775390283921605,12.5005,14.9017,2.4011999999999993,10,10,1.0,60.0,-0.004492242424242422,15.340615,1.8817117803412533,12.5005,18.6644,6.1639,20,20,1.0,60.0,-0.005422552631578946,True,
2026-01-01T00:27:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,12.286,12.5005,-0.21450000000000102,-0.003575000000000017,2.211111111111089e-05,-4.286,10.286,4.286,True,60.0,12.772920000000001,0.3506198362900963,12.286,13.2659,0.9799000000000007,5,5,1.0,60.0,-0.004128166666666668,13.43587,0.7661614060366316,12.286,14.7064,2.4204000000000008,10,10,1.0,60.0,-0.004437303030303028,15.021695,1.8311978488069096,12.286,18.2812,5.995199999999999,20,20,1.0,60.0,-0.0052751616541353375,True,
2026-01-01T00:28:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,12.0276,12.286,-0.25839999999999996,-0.004306666666666666,-1.2194444444444152e-05,-4.0276,10.0276,4.0276,True,60.0,12.52526,0.3522688155373643,12.0276,13.0176,0.9900000000000002,5,5,1.0,60.0,-0.004147666666666669,13.16799,0.7430621756623254,12.0276,14.3799,2.3522999999999996,10,10,1.0,60.0,-0.0043058484848484836,14.709014999999999,1.7811592798722575,12.0276,17.7429,5.715299999999999,20,20,1.0,60.0,-0.005130276942355889,True,
2026-01-01T00:29:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,11.806,12.0276,-0.22160000000000046,-0.003693333333333341,1.0222222222222086e-05,-3.805999999999999,9.806,3.805999999999999,True,60.0,12.28294,0.3469316797297432,11.806,12.7946,0.9886000000000017,5,5,1.0,60.0,-0.004083500000000007,12.910599999999999,0.7242381348700363,11.806,14.0285,2.2225,10,10,1.0,60.0,-0.004197454545454546,14.41217,1.7451542399169377,11.806,17.5475,5.7415,20,20,1.0,60.0,-0.005023080200501254,True,
2026-01-01T00:30:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,11.6839,11.806,-0.12209999999999965,-0.0020349999999999943,2.7638888888889112e-05,-3.6838999999999995,9.6839,3.6838999999999995,True,60.0,12.060799999999999,0.30070916846698276,11.6839,12.5005,0.8166000000000011,5,5,1.0,60.0,-0.0035220000000000043,12.67614,0.7036040309719875,11.6839,13.8799,2.1959999999999997,10,10,1.0,60.0,-0.0040705252525252535,14.11899,1.6853091579588797,11.6839,17.1952,5.5113,20,20,1.0,60.0,-0.004847581453634085,True,
2026-01-01T00:31:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,11.3553,11.6839,-0.3285999999999998,-0.005476666666666663,-5.736111111111114e-05,-3.3552999999999997,9.3553,3.3552999999999997,True,60.0,11.83176,0.3143970648719662,11.3553,12.286,0.9306999999999999,5,5,1.0,60.0,-0.003675166666666666,12.423680000000001,0.6788818730825192,11.3553,13.4994,2.1441,10,10,1.0,60.0,-0.003933777777777779,13.826995,1.6321003647064947,11.3553,16.8301,5.474800000000002,20,20,1.0,60.0,-0.004696073934837093,True,
2026-01-01T00:32:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,11.1872,11.3553,-0.16809999999999903,-0.0028016666666666507,4.4583333333333534e-05,-3.1872000000000007,9.1872,3.1872000000000007,True,60.0,11.612,0.3039338414854625,11.1872,12.0276,0.8403999999999989,5,5,1.0,60.0,-0.0035524999999999953,12.19246,0.6667749518390965,11.1872,13.2659,2.0786999999999995,10,10,1.0,60.0,-0.003862606060606061,13.54485,1.5753220938906671,11.1872,16.3832,5.195999999999998,20,20,1.0,60.0,-0.004534305764411028,True,
2026-01-01T00:33:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,10.9718,11.1872,-0.2154000000000007,-0.0035900000000000116,-1.3138888888889349e-05,-2.9718,8.9718,2.9718,True,60.0,11.400839999999999,0.30856728666550753,10.9718,11.806,0.8341999999999992,5,5,1.0,60.0,-0.0036084999999999954,11.963049999999999,0.6524826652870019,10.9718,13.0176,2.0458,10,10,1.0,60.0,-0.0037795858585858593,13.27428,1.5286102687081755,10.9718,16.1208,5.148999999999999,20,20,1.0,60.0,-0.004400002506265664,True,
2026-01-01T00:34:00+00:00,ambient_to_cold-20273326-75d9a407ecb1,ambient_to_cold,20273326,EXCURSION_RISK,2.0,True,False,True,True,True,False,True,True,True,False,True,True,10.928,10.9718,-0.04379999999999917,-0.0007299999999999862,4.766666666666709e-05,-2.928000000000001,8.928,2.928000000000001,True,60.0,11.225240000000001,0.2761575970349475,10.928,11.6839,0.7558999999999987,5,5,1.0,60.0,-0.003158833333333328,11.75409,0.61481267626817,10.928,12.7946,1.8666,10,10,1.0,60.0,-0.003548818181818182,13.01464,1.462653106652457,10.928,15.6742,4.7462,20,20,1.0,60.0,-0.004209556390977444,True,
