timestamp,timestamp_seconds,run_id,node_id,operating_mode,measured_temperature,sensor_valid,predicted_state,risk_probability,applied_state,sampling_interval,transmission_interval,transmission_requested,transmission_reason,model_latency,fallback_status,battery_estimate
2026-01-01T00:00:00+00:00,0.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0119,True,MODEL_FAULT,0.0,EXCURSION_RISK,10.0,600.0,True,immediate (burst),0.0,invalid feature fallback,99.988
2026-01-01T00:01:00+00:00,60.0,stable_room-20267779-81efc6414c81,2,rule_based,21.902,True,MODEL_FAULT,0.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,invalid feature fallback,99.986
2026-01-01T00:02:00+00:00,120.0,stable_room-20267779-81efc6414c81,2,rule_based,22.1561,True,MODEL_FAULT,0.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,invalid feature fallback,99.98400000000001
2026-01-01T00:03:00+00:00,180.0,stable_room-20267779-81efc6414c81,2,rule_based,21.8311,True,MODEL_FAULT,0.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,invalid feature fallback,99.98200000000001
2026-01-01T00:04:00+00:00,240.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0875,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.98000000000002
2026-01-01T00:05:00+00:00,300.0,stable_room-20267779-81efc6414c81,2,rule_based,21.8021,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.97800000000002
2026-01-01T00:06:00+00:00,360.0,stable_room-20267779-81efc6414c81,2,rule_based,21.9344,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.97600000000003
2026-01-01T00:07:00+00:00,420.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0406,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.97400000000003
2026-01-01T00:08:00+00:00,480.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0743,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.97200000000004
2026-01-01T00:09:00+00:00,540.0,stable_room-20267779-81efc6414c81,2,rule_based,21.9648,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.97000000000004
2026-01-01T00:10:00+00:00,600.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0179,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,True,interval due,0.0,rule-based baseline,99.95800000000004
2026-01-01T00:11:00+00:00,660.0,stable_room-20267779-81efc6414c81,2,rule_based,22.1135,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.95600000000005
2026-01-01T00:12:00+00:00,720.0,stable_room-20267779-81efc6414c81,2,rule_based,21.9775,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.95400000000005
2026-01-01T00:13:00+00:00,780.0,stable_room-20267779-81efc6414c81,2,rule_based,22.001,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.95200000000006
2026-01-01T00:14:00+00:00,840.0,stable_room-20267779-81efc6414c81,2,rule_based,22.0576,True,EXCURSION_RISK,1.0,EXCURSION_RISK,10.0,600.0,False,not due,0.0,rule-based baseline,99.95000000000006
